,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Madagascar,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Tunisia","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Sudan",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Tajikistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Turkmenistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Aruba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guatemala,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Ukraine,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Namibia,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Central African Republic,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Oman",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Kenya,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Eswatini,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Jordan",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Guinea,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Egypt",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bahamas,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cabo Verde,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Rwanda,"AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Republic of",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AF: Trade Balance: Emerging and Developing Economies: Middle East,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Uzbekistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Greenland,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Moldova,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cote D'Ivoire,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bolivia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: El Salvador,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Burkina Faso,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: West Bank and Gaza",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Chile,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Kuwait",AF: Trade Balance: Emerging and Developing Economies: Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Brazil,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Lebanon",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: South Africa,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Tanzania,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mauritius,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Morocco",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Ghana,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Qatar",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Benin,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Costa Rica,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: United Arab Emirates",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Nigeria,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Syrian Arab Republic","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iraq",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Ethiopia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Colombia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Anguilla,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Seychelles,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cameroon,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Gabon,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Botswana,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Barbados,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Jamaica,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Sao Tome & Principe,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Niger,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Algeria",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guyana,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Togo,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Yemen, Republic of","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iran, Islamic Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Russia,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Belize,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bermuda,"AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Djibouti",AF: (DC)Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Comoros,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Grenada,"AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Libya","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: (Old)Yemen Arab Republic","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Somalia",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: CIS: (Old)Union of Soviet Socialist Republics,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Bahrain, Kingdom of",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Angola,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Pakistan","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Mauritania",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mozambique,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Burundi,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Saudi Arabia",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Senegal,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Malawi,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Gambia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Argentina,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Ecuador,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Honduras,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mali,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zambia
03/1999,,,,-0.58956477,1.01997947,-10.72477273,,,-0.27558394,,,-0.12989704,-9.91997598,,0.11172905,,0.1206749,,,,,,,0.59173256,,,0.00295455,,0.00071802,0.02642949,0.00007272,,,0.02975984,-9.80398286,0.093,,0.09936552,,0.0027917,0.56107398,-9.89485678,-0.05941573,0.01164846,,,,,-3.01271348,0.19308296,0.3124208,,,,,,0.04117435,,,0.00295304,0.00025776,,0.00161227,,,,,-0.44,0.00036913,0.09310573,,,,,-3.05401889,,,,,,,,-0.00223181,,-0.02089277,-2.18093782,,-3.69531996,,,,0.06857227,0.00702638,,,,0.0793457,,,
06/1999,,0.00020296,,-0.58956477,0.88395679,-10.72477273,,,-0.38519717,,,-0.12989704,-11.2299116,,0.1638917,,0.13196145,,,,,,,0.66094589,,,0.00295455,,0.0005973,0.02746267,0.00007272,,0.01818182,0.02932255,-11.11338797,-0.0279,,0.09618044,,0.00279241,0.56107398,-11.2047917,-0.06602758,0.01164846,,,,,-14.33694158,0.17778057,0.30227655,,,,,,0.04200941,,,0.00295304,0.00025776,,,,,,,-0.99,0.00036913,0.09310573,,,,,-2.80866765,,,,,,,,-0.00190496,,-0.02246215,-2.41730887,,-15.08929119,,,,0.08967239,0.00702638,,,,0.09583491,,,
09/1999,,0.00013793,,-0.58956477,0.86776879,-10.72477273,,,-0.38533793,,,-0.12989704,-10.12084102,,0.1717316,,0.12209821,,,,,,,0.83650311,,,0.00295455,,0.00066808,0.02644995,0.00007272,,,0.02654089,-10.00313035,0.024,,0.10429249,,0.00305473,0.56107398,-10.09545879,-0.043122,0.01164846,,,,,-11.26563778,0.18158305,0.49422385,,,,,,0.04261891,,,0.00295304,0.00025776,,,,,,,-0.55,0.00036913,0.09310573,,,,,-1.12817986,,,,,,,,-0.00091521,,-0.02095011,-3.52717635,,-12.19446933,,,,0.06846322,0.00702638,,,0.0000447,0.11220097,,,
12/1999,,0.00013716,,-0.58956477,1.18521791,-10.72477273,,,-0.38842641,,,-0.12989704,-9.73682044,,0.17087435,,0.11672089,,,,,,,0.60394935,,,0.00295455,,0.00085296,0.02638516,0.00007272,,0.1,0.03057289,-9.61888504,0.15,,0.10016155,,0.00296938,0.56107398,-9.71152357,-0.02559833,0.01164846,,,,,-22.10248628,0.18199913,0.27567107,,,,,,0.04930187,,,0.00295304,0.00025776,,-0.00040545,36030.34531972,,,,-0.66,0.00036913,0.09310573,,,,,-1.78983728,,,,,,,,-0.00060435,,-0.02638217,-4.41457696,,-22.79907417,,,,0.06622781,0.00702638,,,0.00013621,0.08834021,,,
03/2000,,,,,1.625926,,,,-0.06487,,,,-0.120853,,,,-0.009322,,,,,,,-3.02914,-1.290763,,,,0.000396,0.083562,,0.000074,0.009434,,-0.083939,0.338501,0.001016,-0.00036,,0.014806,0.788843,-0.089792,,0.017853,,0.003125,,-0.015171,-15.813705,0.057009,,0.002754,,,0.00007,,,0.000033,,0.00082,,,,,,,,-0.039561,,0.005853,-0.000192,,,,-0.742329,,,,,,,,,,,-1.167002,0.004653,-12.790418,,,,-3.019532,0.000162,0.000582,0.001407,-0.039639,0.192945,,,
06/2000,,,,,1.767809,,,,-0.076516,,,,-0.143752,,,,-0.010996,,,,,,,-3.047782,-1.522458,,,0.001068,0.000396,0.083562,,0.00005,,,-0.126602,0.571501,0.001569,-0.000424,,0.016274,0.794161,-0.132455,,0.017853,,0.003177,,-0.037211,-18.059537,0.057009,,0.001728,,,0.000136,,,0.00003,,0.000905,,,0.000013,,,,,-0.046662,,0.005853,-0.000192,,,,-0.875579,,,,,,,,,,,-1.376482,0.005011,-15.017608,,,,-3.036412,0.000162,0.000787,0.001407,-0.039639,0.192945,,,
09/2000,,0.005713,,,1.701532,,,,-0.036988,,,,-0.065164,,,,-0.005315,,,,,,,-2.984605,-0.735987,,,0.003755,0.000396,0.083562,,0.000031,0.009434,,-0.023275,0.317501,0.001277,-0.000205,,0.01628,0.814828,-0.034841,,0.017853,,0.003102,,-0.021564,-9.453564,0.057009,,0.002178,,,0.000088,,,0.000028,,0.001147,,,,,,,,-0.022558,,0.005853,-0.000192,,,,-0.423272,,,,,,,,,,,-0.665418,0.005105,-6.480525,,,,-2.979116,0.000162,0.00081,0.001407,-0.039639,0.192945,,,
12/2000,,0.177214,,,2.373545,,,,-0.063255,,,,-0.116933,,,,-0.00909,,,,,,,-3.026606,-1.258619,,,,0.000396,0.083562,,0.000024,0.037736,,0.103951,1.168095,0.001142,-0.00035,,0.014699,0.820747,-0.079116,,0.017853,,0.003005,,-0.015348,-18.207259,0.057009,,0.002494,,,0.000113,,,0.000038,,0.001104,,,,38437.19647877,,,,-0.038576,,0.005853,-0.000192,,,,-0.723842,,,,,,,,,,,-1.137939,0.011526,-15.36372,,,,-3.01719,0.000162,0.000802,0.001407,-0.039639,0.192945,,,
03/2001,0.000294,0.082289,,,0.669729,,,0.014793,-0.037265,,,,-0.025741,,,,-0.005284,,,,,0.000747,,-2.967084,-0.742079,,,,,0.036099,,,,,0.217649,0.169448,0.001901,-0.000207,,0.003924,,0.1053,,,0.017799,0.003172,,,-23.806472,0.0135,0.016681,0.086462,,,0.000054,,,0.000402,,,-0.004586,,0.000085,,,-0.00003,,-0.022744,,0.012261,,,,,-0.394141,0.000336,,,,,,,,,,-0.670625,0.003773,-20.951737,,,,-2.978274,0.032358,,,-0.039459,0.328653,0.014151,0.004873,
06/2001,0.000294,0.343837,,,0.686144,,,0.014793,-0.032338,,,,-0.00491,,,,-0.004442,,,,,0.001201,,-2.924869,-0.645217,,,,,0.036099,,,0.009434,,0.49526,0.229148,0.001339,-0.00018,,0.003903,,0.121363,,,0.017799,0.002364,,,-23.086293,0.0135,0.048516,0.084235,,,0.000059,,,0.000355,,,-0.004837,,-0.000142,,,-0.00003,,-0.019775,,0.012261,,,,,-0.27615,0.000336,,,,,,,,,,-0.582476,0.00476,-20.535321,,,,-2.968763,0.032358,,,-0.039459,0.328653,0.014151,0.001966,
09/2001,0.000294,0.649856,,,1.879848,,,0.014793,-0.017833,,,,0.018499,,,,-0.002354,,,,,0.000592,,-2.900647,-0.35665,,,,,0.036099,,,0.009434,,0.826998,1.456188,0.001252,-0.0001,,0.004484,,0.147082,,,0.017799,0.002684,,,-14.292467,0.0135,0.049472,0.085669,,,0.000033,,,0.000339,,,-0.004185,,,,,-0.00003,,-0.010931,,0.012261,,,,,-0.108322,0.000336,,,,,,,,,,-0.321559,0.004875,-12.071736,,,,-2.947665,0.032358,,,-0.039459,0.328653,0.014151,0.001809,
12/2001,0.000294,0.374561,,,-0.769411,,,0.014793,-0.102381,,,,-0.1569,,,,-0.014478,,,,,0.001323,,-3.029048,-2.039178,,,0.000407,,0.036099,,,-1.4098,,0.383433,0.149501,0.001464,-0.000568,,0.004192,,-0.021188,,,0.017799,0.002568,,,-14.823825,0.0135,0.055748,0.091167,,,0.00005,,,0.000281,,,-0.003467,,,39820.31245019,,-0.00003,,-0.062498,,0.012261,,,,,-1.063679,0.000336,,,,,,,,,,-1.842648,0.004765,-12.199398,,,,-3.06975,0.032358,,,-0.039459,0.328653,0.014151,0.002085,
03/2002,,0.068365,,,0.404795,,,0.020415,-0.26079,,,,-0.500543,,,,-0.037393,,,,,,,-3.320724,-5.189838,,-0.000604,,,,,,,,0.172892,0.218501,0.001376,-0.001446,,0.004733,,-0.437531,,,0.000771,,,0.048482,-23.433494,0.092712,0.020138,0.00032,,,0.000027,0.001408,,0.000045,,,,,,,,-0.003444,,-0.159063,0.000265,0.541287,-0.001497,,,,-2.945319,,,,,,,,,,,-4.691859,0.004204,-20.723193,,,,-3.302023,,,0.000996,-0.039639,0.039816,0.033483,0.007429,
06/2002,,0.214023,,,0.652947,,,0.020415,-0.360385,,,,-0.697265,,,,-0.051311,,,,,,,-3.37934,-7.174892,,-0.000129,,,,,,,,0.121664,0.474063,0.001875,-0.002,,0.004553,,-0.634417,,,0.000771,,,0.05691,-38.679448,0.092712,0.113387,0.000165,,,0.000025,0.001409,,0.000051,,,,,0.000236,,,-0.003444,,-0.219904,0.000169,0.541287,-0.001497,,,,-3.9045,,,,,,,,,,,-6.484898,0.004679,-36.056189,,,,-3.439416,,,0.000996,-0.039639,0.039816,0.033483,-0.001205,
09/2002,,0.20157,,,0.768927,,,0.020415,-0.142912,,,,-0.27188,,,,-0.020134,,,,,,,-3.050758,-2.847093,,-0.000349,,,,,,,,0.544829,0.589501,0.001831,-0.000794,,0.004982,,-0.198799,,,0.000771,,,0.057074,-23.519341,0.092712,0.095667,0.000232,,,0.000081,0.001336,,0.000046,,,,,,,,-0.003444,,-0.08726,0.00019,0.541287,-0.001497,,,,-1.450217,,,,,,,,,,,-2.572378,0.006189,-21.212211,,,,-3.125497,,,0.000996,-0.039639,0.039816,0.033483,0.006781,
12/2002,,0.598751,,,0.351863,,,0.020415,-0.400416,,,,-0.777652,,,,-0.053866,,,,,,,-2.62394,-7.998963,,-0.000858,,,,,,,,0.448632,0.169956,0.002061,-0.00223,,0.004824,,-0.692177,,,0.000771,,,0.060867,-30.245796,0.092712,0.872626,0.000244,,,0.00014,0.001485,,0.000048,,,,,0.000613,41164.04127167,,-0.003444,,-0.24516,0.000384,0.541287,-0.001497,,,,-2.893005,,,,,,,,,,,-7.216248,0.009214,-28.762665,,,,-3.44047,,,0.000996,-0.039639,0.039816,0.033483,0.01225,
03/2003,0.000012,0.62935,,,0.582065,,,0.136062,-0.17338,,-0.011661,,-0.34295,,,,-0.020465,,,,,0.000825,,-2.062303,-3.488138,,0.000469,,,0.00009,,,0.008811,,0.34467,0.124139,0.002074,-0.000973,,0.000115,,-0.286585,,0.004041,,0.000584,,0.019323,-37.052827,0.032328,1.056517,0.018616,,,0.000132,0.004106,,,,0.003436,0.003065,,-0.003537,,,,,-0.106907,,0.001905,,,,,0.060982,,,,,0.000003,,,,,,-3.134614,0.00678,-35.621779,,,,-3.097382,0.001323,,,-0.007275,,0.077631,0.009774,
06/2003,0.000012,0.056676,,,0.666897,,,0.136062,-0.270584,,-0.010655,,-0.531186,,,,-0.036732,,,,,0.000875,,-2.80632,-5.402501,,0.000476,,,0.00009,,,0.000743,,-0.420041,0.220254,0.002086,-0.001506,,0.000136,,-0.478622,,0.004041,,0.000663,,0.019493,-71.777856,0.032328,0.511143,0.016746,,,0.000128,0.004511,,,,0.003606,0.002976,,-0.003537,,,,,-0.165581,,0.001905,,,,,-2.106989,,,,,0.000003,,,,,,-4.875268,0.006204,-69.030117,,,,-3.279225,0.001323,,,-0.007275,,0.077631,0.007016,
09/2003,0.000012,0.694842,,,0.63068,,,0.136062,-0.354528,,-0.022264,,-0.697331,,,,-0.046551,,,,,0.002068,,-2.365173,-7.09213,,0.000458,,,0.00009,,,0.009058,,0.049602,0.155369,0.001736,-0.001977,,0.000154,,-0.647145,,0.004041,,0.000755,,0.02162,-39.764674,0.032328,1.043834,0.017785,,,0.000191,0.004506,,,,0.004575,0.001321,,-0.003537,,,,,-0.217367,,0.001905,,,,,-2.036514,,,,,0.000004,,,,,,-6.393275,0.009861,-38.096248,,,,-3.360479,0.001323,,,-0.007275,,0.077631,0.008744,
12/2003,0.000012,0.094237,,,0.777842,,,0.136062,-0.404452,,-0.008635,,-0.826557,,,,-0.016435,,,,,0.001103,,7.112827,-8.40636,,0.000469,,,0.00009,,,0.014628,,-0.662424,0.160944,0.002418,-0.002343,,0.00016,,-0.758566,,0.004041,,0.00071,,0.027196,-56.427804,0.032328,9.893675,0.016907,,,0.000563,0.004983,,,,0.005981,0.005075,,-0.003537,43257.73656316,,,,-0.257646,,0.001905,,,,,14.522081,,,,,0.000003,,,,,,-7.421729,0.008059,-63.636773,,,,-2.76207,0.001323,,,-0.007275,,0.077631,0.005496,
03/2004,,,,,1.149093,,,0.043749,-0.483089,,0.005196,,-0.956729,,,,-0.055776,-0.002217,,,-0.000132,0.000401,-0.008171,-0.198269,-9.729735,,,,0.000579,,,0.000003,,,-0.858477,0.187762,0.001607,-0.002711,,,0.007552,-0.865959,,0.00516,0.003192,0.001743,,,-56.51466,0.021543,3.238908,0.021044,,,0.000232,0.011031,,0.000031,0.000263,0.021106,0.02896,0.001089,0.000054,,,-0.017615,,-0.298206,0.000525,0.00429,-0.00237,0.00066,,,0.741164,-0.002649,,,,,,,,,,-8.738352,0.009826,-56.323873,,,,-3.378693,0.010656,0.000051,,-0.039639,0.000045,0.607581,0.009776,
06/2004,,,,,1.137353,,,0.043749,-0.536731,,0.007869,,-1.055071,,,,-0.071298,-0.00277,,,-0.000132,0.000367,-0.012162,-2.287406,-10.729843,,,,0.000579,,,0.000003,-0.014293,,-0.954168,0.328905,0.00154,-0.002991,,,0.008609,-0.96165,,0.00516,0.003192,0.002251,,,-88.976189,0.021543,1.384376,0.018599,,,0.000627,0.011514,,0.00004,0.000378,0.022375,0.018491,0.001089,0.000054,,,,,-0.328859,0.000917,0.00429,-0.00237,0.00066,,,-3.462333,-0.002649,,,,,,,,,,-9.676046,0.009514,-86.696265,,,,-3.597496,0.010656,0.000061,,-0.039639,0.000045,0.607581,0.006701,
09/2004,,,,,1.123836,,,0.043749,-0.833549,,0.007791,,-1.633916,,,,-0.11619,-0.002075,,,-0.000132,0.000416,-0.009602,-3.334958,-16.616595,,,,0.000579,,,0.000002,-0.028196,,-1.530741,0.17829,0.001108,-0.004633,,,0.009954,-1.538223,,0.00516,0.003192,0.001782,,,-60.4317,0.021543,0.85379,0.018811,,,0.000382,0.011697,,0.000049,0.000486,0.023217,0.016812,0.001089,0.000054,,,,,-0.509281,0.000713,0.00429,-0.00237,0.00066,,,-7.885927,-0.002649,,,,,,,,,,-15.007939,0.011271,-57.104224,,,,-4.067927,0.010656,0.000072,,-0.039639,0.000045,0.607581,0.006109,
12/2004,,,,,1.038237,,,0.043749,-0.819782,,0.008489,,-1.60682,,,,-0.114399,-0.002735,,,-0.000132,0.000601,-0.013571,-3.360591,-16.341018,,,,0.000579,,,0.000004,-0.001385,,-1.501957,0.09351,0.001411,-0.004555,,,0.010542,-1.509439,,0.00516,0.003192,0.002151,,,-32.324927,0.021543,0.809234,0.018482,,,0.000226,0.012216,,0.00005,0.000936,0.021708,0.015243,0.001089,0.000054,46383.36498556,,,,-0.500835,0.001417,0.00429,-0.00237,0.00066,,,-7.814613,-0.002649,,,,,,,,,,-14.75959,0.01186,-28.971818,,,,-4.050875,0.010656,0.000055,,-0.039639,0.000045,0.607581,0.012351,
03/2005,0.000015,,,,0.67891,,,0.043374,-0.871369,,,,-1.704952,,,,-0.121079,,,,,0.000059,-0.001267,-3.192797,-17.3738,,0.000402,,0.000015,0.076493,,0.061618,-0.007231,,-2.14917,0.160555,0.003047,-0.004843,-0.615679,0.000047,0.052643,-2.160399,,0.002118,0.000651,0.000215,,,-113.129307,0.010293,0.983045,0.020497,,,,0.003931,,0.000035,0.010383,0.000385,0.080774,0.003036,0.000126,,,,,-0.532489,0.00525,0.010578,-0.001575,,,,-8.068518,0.030531,0.000307,,,,,,,,,-15.690208,0.024229,-109.947739,,,,-4.111538,0.008877,0.000317,0.000714,-0.039639,0.000867,0.00729,0.004583,
06/2005,0.000015,,,,0.657679,,,0.043374,-1.324209,,,,-2.591711,,,,-0.18401,,,,,0.000036,-0.001107,-3.356874,-26.402688,,0.000402,,0.000015,,,0.068708,-0.001545,,-3.110873,0.108566,0.002904,-0.00736,-0.661581,0.000049,0.059303,-3.122102,,0.002118,0.000651,0.000233,,,-201.140342,0.010293,1.492424,0.028113,,,,0.004208,,0.000039,0.001063,0.000389,0.062389,0.003036,0.000126,,,,,-0.809215,0.003553,0.010578,-0.001575,,,,-12.264521,0.030531,0.000431,,,,,,,,,-23.844187,0.016014,-197.794697,,,,-4.726636,0.008877,0.000419,0.000714,-0.039639,0.000867,0.00729,0.005279,
09/2005,0.000015,,,,0.527653,,,0.043374,-1.000437,,,,-1.986195,,,,-0.105217,,,,,0.000063,-0.001144,5.473573,-20.238053,,0.000402,,0.000015,0.041741,,0.074562,0.002337,,-2.895222,-0.009276,0.002695,-0.005642,-1.111946,0.000067,0.066055,-2.906451,,0.002118,0.000651,0.00027,,,-126.093989,0.010293,9.149816,0.023647,,,,0.003677,,0.000036,0.003632,0.000331,0.121938,0.003036,0.000126,,,,,-0.620276,0.002981,0.010578,-0.001575,,,,6.262243,0.030531,0.000532,,,,,,,,,-18.132397,0.020375,-131.578791,,,,-3.639946,0.008877,0.000332,0.000714,-0.039639,0.000867,0.00729,0.004438,
12/2005,0.000015,,,,0.786374,,,0.043374,-1.778261,,,,-3.485944,,,,-0.24304,,,,,0.000083,-0.001093,-2.478032,-35.490794,,0.000402,,0.000015,-0.000297,,0.066714,,,-8.722303,0.264631,0.00252,-0.009893,-5.3984,0.000071,0.061848,-8.733532,,0.002118,0.000651,0.000271,,,-128.269011,0.010293,2.969116,0.025528,,,,0.00419,,0.000047,-0.000129,0.000393,0.07936,0.003036,0.000126,49717.67443302,,,,-1.087756,0.003933,0.010578,-0.001575,,,,-14.602065,0.030531,0.000341,,,,,,,,,-32.034242,0.023324,-125.802208,,,,-5.260929,0.008877,0.000364,0.000714,-0.039639,0.000867,0.00729,0.003947,
03/2006,0.004539,,,,0.824948,,,0.000684,-1.513432,,,,-2.965344,,,,-0.202073,,,,0.000309,0.000056,-0.000003,-1.366236,-30.246328,0.003133,-0.007817,0.076102,0.006753,,,,,,-2.813455,0.126981,0.000113,-0.008432,,0.000077,0.432988,-2.79931,,0.008877,0.000429,0.003535,,0.01329,-139.245986,0.015912,3.659387,0.029838,,,0.000321,0.000417,,0.000051,-0.000854,,0.003639,,0.000075,,0.00123,,,-0.927018,0.004219,-0.014574,0.006705,,,,-10.235439,,0.001375,,,,,,,,,-27.28017,0.026118,-137.865605,,,,-4.815118,-0.004044,,,-0.0252,0.000591,0.016596,0.000015,
06/2006,0.004539,,,,0.962393,,,0.000684,-1.186701,,,,-2.318648,,,,-0.162755,,,,0.000309,0.000053,-0.000003,-2.810872,-23.679444,0.004427,-0.006702,,0.006753,0.122961,,,0.000014,,-2.232671,0.111231,0.000102,-0.006602,,0.000093,0.48869,-2.218526,,0.008877,0.000429,0.003381,,0.014681,-107.555811,0.015912,1.847073,0.02793,,,0.000343,0.000496,,0.000046,-0.000537,,0.004241,,0.000075,,0.001194,,,-0.72575,0.01322,-0.014574,0.006705,,,,-10.004503,,0.00132,,,,,,,,,-21.375652,0.027028,-104.730794,,,,-4.488588,-0.004044,,,-0.0252,0.000591,0.016596,0.000011,
09/2006,0.004539,,,,1.058656,,,0.000684,-1.73577,,,,-3.397575,,,,-0.236157,,,,0.000309,0.000094,-0.000005,-2.260702,-34.651975,0.006293,-0.00781,,0.006753,,,,0.020417,,-3.296153,-0.046905,0.000113,-0.00966,,0.000093,0.540384,-3.282008,,0.008877,0.000429,0.003919,,0.030442,-147.740588,0.015912,3.152906,0.031549,,,0.000346,0.000474,,0.000051,-0.000684,,0.004319,,0.000075,,0.001333,,,-1.062047,0.004275,-0.014574,0.006705,,,,-13.760073,,0.001091,,,,,,,,,-31.272534,0.031526,-145.465741,,,,-5.167791,-0.004044,,,-0.0252,0.000591,0.016596,0.000012,
