,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Emerging and Developing Economies: Europe,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Georgia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Armenia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of","AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic","AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Belarus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Lao People Democratic Republic,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AO: (DC)Imports: cif: Developing Countries: (Old)Asia,AO: (DC)Imports: cif: Advanced Economies: San Marino,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Solomon Islands,"AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Micronesia, Federated States of",AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Kiribati,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: (Old)Central and Eastern Europe,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Oceania Not Specified,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tuvalu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,"AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Palau,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Gibraltar,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nauru,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia
First Obs. Date,10/1990,01/1981,01/1967,12/1968,04/1985,04/1981,01/1997,01/2000,11/1993,01/1993,07/1970,01/1997,01/1960,01/1960,01/1960,01/1960,01/1960,01/1960,01/1997,01/2000,06/1962,10/1960,05/1960,12/1970,08/1969,01/1960,03/1960,09/1965,12/1963,01/1960,03/1960,01/1960,01/1960,03/1960,06/1960,01/1999,01/1995,07/1969,01/2006,01/2007,01/2000,10/1960,01/1960,07/1991,01/2006,01/2000,03/1969,06/1994,01/2007,01/1962,08/1963,01/2007,01/2000,01/1998,01/1996,01/2000,12/1969,07/1969,12/1966,01/1980,01/2000,01/1960,01/2000,01/2000,01/2000,01/2000,01/2000,01/1981,06/2002,01/2000,01/2000,01/1981,01/2000,01/2000,03/1960,07/1969,01/2000,01/2007,01/2000,01/2000,01/2007,01/2007,09/2003,01/2000,01/1993,12/1960,04/1973,01/1960,09/1962,03/1974,01/1993,01/2000,10/1970,07/1969,01/2000,03/1960,01/2000,01/2000,01/2000,05/1960
Last Obs. Date,04/2019,04/2019,04/2019,04/2019,01/2019,04/2019,12/2018,04/2019,04/2019,01/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,12/2014,04/2019,04/2019,04/2019,04/2019,01/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,12/2017,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,12/2018,04/2019,04/2019,03/2019,04/2019,09/2018,04/2019,04/2019,04/2019,04/2019,04/2019,09/2008,12/2011,12/1996,12/2013,12/2009,05/2005,12/2010,12/2013,12/2013,12/2012,12/2013,12/2012,09/2016,12/2007,12/2013,12/1992,12/1992,12/2013,12/2013,12/2007,12/2009,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,11/2018,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,12/2014,12/2014,04/2019
Last Update Time,08/07/2019,08/07/2019,08/07/2019,08/07/2019,25/05/2019,08/07/2019,27/04/2019,08/07/2019,08/07/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,07/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,25/05/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,06/05/2019,08/07/2019,08/07/2019,29/06/2019,08/07/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,20/09/2015,08/07/2019,05/03/2017,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,20/09/2015,21/12/2017,08/07/2019,07/07/2019,02/03/2017,08/07/2019,08/07/2019,05/03/2017,05/03/2017,08/07/2019,27/04/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,27/04/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019
Series remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suggestions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,0.5132764255555556,30.26240779142168,7.669890235845767,2.842985015094351,0.5720059128645849,0.1648746198832684,0.1909888584659088,0.6293166972972954,0.26680488004115227,0.22469909501792104,1.6157565018726605,0.21837730758893295,19.005424691019126,5.386103099718064,3.3493466308293502,19.93820705998409,8.31532638732909,9.32268327429715,45.38736111929102,0.0037851944444444435,25.59521614527862,2.511489991999987,17.870092676573044,4.984482747658396,0.5957379453472215,80.86500811289346,8.75647897091074,0.379771300107066,0.43184054078804335,15.649361514337748,1.2006821032996668,44.192615540540515,19.136472764751183,0.6487621794339651,11.367301950506143,0.00773147557377049,0.5074879660902255,1.299343475369928,0.24720913749999984,0.046205932432432414,0.027582195454545454,1.2196382371541512,0.25776060376506027,0.123649914050633,0.010136014598540147,0.010192709090909132,0.5219361051822903,0.19936810728476825,0.012492931506849315,0.6112385960807601,0.32778170861035455,0.0943952043795618,0.020385009090909095,0.07522134694736843,0.795031021428572,0.010726465517241381,8.512961895642633,0.3742011673306775,0.17393391599999986,46.42769282028982,0.0019412777777777794,2.5946097247091404,0.0025526944444444477,0.00020557499999999991,0.042263907692307694,0.0006871893939393936,0.0012787916666666657,5.6998371345202035,0.012113109890109936,0.004518346153846153,0.0005896666666666667,0,0.0004897395833333336,0.001623484848484849,0.16613227632124394,1.2027685810810809,0.0029225138888888886,0.000854,0.000031750000000000006,0.003628516666666666,0.02944786486486488,0.03677008783783779,0.030591478723404238,0.34309566810344855,3.9961392538538156,3.394414151701675,0.8345326912751672,2.3957464601130787,7.293791634108354,4.06800098688525,1.861267407840911,0.006889482558139529,68.0582884913971,2.8857782343488316,0.001457673076923077,6.6201585966247745,0.010870431034482764,0.00048436666666666666,0.005987089285714281,83.83371095823188
Variance,5.599457609934914,22065.417374775174,258.8951099540844,1.4873611931696888,7.406047257864205,0.015326058368613057,0.18019916086782234,0.43951749757360226,0.24155455014038318,0.2668596611597888,2.911097173861072,0.19770645935329142,1495.9569995245051,267.7008689076793,40.70061924017657,770.9123315774384,110.78791167144887,155.41681733108896,1555.904795248554,0.00008689228070015584,3755.3244099443596,18.58943486789319,937.5514883287526,43.666840210163116,0.38668489640437564,13632.934986709757,150.07943096507444,2.352903804366287,6.838645023123381,1043.635211456821,2.224957953411099,4462.00117801042,879.1965183626212,1.627620183435639,233.89763065960773,0.000060691889526754,5.061901393338838,3.124369791636482,0.08095409806034794,0.0024662239414919955,0.0007675074194091116,0.9635941979703483,0.16311788453821569,0.04008725270542298,0.002527667795999786,0.0001266945282072227,1.6743210628585312,0.3995836238939782,0.00048710186784246573,1.2159418341524306,1.853280267435074,0.014822627136281456,0.00394249426114147,0.015368454652830975,4.959807671373798,0.0001352364907520526,112.63248359987598,0.06968703805069186,0.13742094066497693,5893.858776147078,0.00000883034760436137,7.984310587550139,0.00003230650660669782,7.013733886554626e-8,0.002432106648710095,4.519235745431412e-7,0.0000018808638024475536,109.97826891390609,0.000586065380032236,0.00013647509302779155,2.2123096503496487e-7,0,1.792320262061404e-7,0.000002791739503585473,0.020089753592865023,2.5274974680206475,0.000046752366433372166,3.895523478260869e-7,7.497473684210524e-10,0.000044787379327450964,0.00687238035200883,0.007116638448175887,0.0012102311250851057,0.17440386658105378,21.114457390253047,59.45760526645689,0.16823290805817476,12.20939298223942,96.9732678306162,18.082730508477418,29.36080569702356,0.00021668570494121458,9608.321982684165,139.0711467331461,0.0000020126284143441113,104.87831390367215,0.00017960910574414094,2.4838994845938375e-7,0.00006290720585425572,19068.23740263096
Standard Deviation,2.3663173096469783,148.54432797914288,16.090217834264532,1.2195741851850133,2.721405382860886,0.12379845866816379,0.42449871715686294,0.6629611584200105,0.4914819937092133,0.5165846118108716,1.706193767970412,0.444641945112347,38.67760333221935,16.36156682312789,6.379703695327595,27.765308058392552,10.525583673670969,12.466628146018031,39.444959060044084,0.009321602904015801,61.28070177424831,4.311546690909561,30.619462574133344,6.6080889983536935,0.6218399282808845,116.7601601005658,12.250691040307663,1.5339177958307566,2.6150803091154544,32.30534338862259,1.4916292949024228,66.79821238633875,29.651248175458335,1.2757821849499384,15.293712128178944,0.007790499953581541,2.249866972364997,1.7675886941357375,0.2845243364992667,0.04966109082060115,0.027703924260095564,0.9816283400403374,0.4038785517184785,0.20021801293945302,0.0502759166599654,0.01125586639078586,1.2939555876684992,0.6321262721118133,0.022070384406313946,1.1026975261387097,1.3613523671096597,0.12174821204552227,0.06278928460447268,0.12396957147958113,2.2270625656621768,0.011629122527175153,10.612845216994168,0.2639830260654875,0.37070330544112623,76.77147110839468,0.0029715900801357796,2.825652241085258,0.005683881297731139,0.00026483454998460124,0.04931639330597986,0.0006722526121504781,0.0013714458802473956,10.48705244164947,0.024208787248274872,0.011682255476909908,0.0004703519586809062,0,0.0004233580354807741,0.0016708499344900705,0.14173832788933635,1.5898105132438418,0.006837570214145677,0.0006241412883523144,0.000027381515086295943,0.006692337359058565,0.08289982118200756,0.08436017098237703,0.03478837629273757,0.4176168897219721,4.595047049841062,7.710875778175712,0.41016205097275243,3.494194182102566,9.847500587997759,4.252379393760323,5.41856122019707,0.014720248127705409,98.02204845178541,11.79284303012408,0.001418671355298369,10.24101137113284,0.013401832178629194,0.0004983873478123053,0.00793140629738861,138.0877887527748
Skewness,10.938357819861837,13.99276463689607,4.582529167639683,-1.1658502835027054,8.3285815558654,0.4388437441042099,4.7256444735078915,2.279041256908126,3.5897371151489215,3.2126498431478607,1.1524226267072313,4.426757297094317,3.375480072242701,9.028228367334552,3.741829595118978,3.0815361626097153,2.4909712795596,2.800693545608954,1.6146449720197824,4.050499865776911,3.5525917086058825,5.2252210145244,4.63137143778628,1.9653974734156383,2.4387422228831475,1.8984900357586034,1.5977542390016766,10.155812020667653,16.04942935993335,4.512685066920961,4.744729737453076,2.5867920879885022,2.198402971437815,4.56292576452225,2.3940855483411623,1.111410879420503,10.143796533672843,2.2046978711699885,2.355882163015721,2.5495563684291103,1.0884047681654017,1.3569747617091732,6.1334645382896475,1.9620200564406565,11.324463236791999,2.0661281731743344,6.0510733341388665,5.604180220303241,1.7847251396349633,4.775900337192266,16.086432445985427,2.8397877298403698,5.68596659487699,1.9537435486669184,3.0763377284561604,2.22288500762532,1.196075344090079,0.09605456650166841,9.063339685719644,1.764342223720222,2.8955451519559707,2.5559865044871346,2.9503444968392287,1.7341432857161365,1.4198351567247238,1.7472128821885284,2.249132965375729,3.9333107285796087,2.209989014656978,3.889923639984196,1.538340682702539,,1.4682129916089477,1.7986028533780507,0.8438413985004829,2.5233262990277874,3.6096060042631004,-2.3196378459481687e-16,1.4689206264672303,1.8968162718753003,3.0757724385188623,6.46982644418371,2.745517716872747,1.6648278060936974,1.2397305155027623,7.100280741150608,1.0155163437969805,2.6531940910464775,1.4696182476149946,1.6730661042002437,3.4681454831700544,2.76523724475464,1.5636391151072109,9.54039513167747,2.1392236372470252,1.8499209083418744,2.4847821771393304,1.6404491970752142,3.304876247718168,1.7507424247943333
Kurtosis,132.10903158378625,225.86397940919272,28.459215316379396,1.1831818956361535,81.01018131604965,-0.9318331043817007,25.961109242502378,5.300884963379049,16.00768747220478,10.097419533579401,0.5685395620797529,22.270553189448396,11.959844389288634,117.11951481783896,17.322733847612188,14.85850980489336,7.4289414289023075,11.935738219475734,3.684072931850695,18.258048128915615,13.445328612478121,45.14480543563039,32.31109495510488,6.15702127044502,7.992481907277867,2.8756490622788546,1.8005299936559207,123.09110838090284,283.17797249609373,26.985769080443546,36.28655299163931,8.893343411113664,4.804122994743221,25.893902817871517,7.367405695893827,0.568274105970596,115.51479573042941,5.422995976617111,7.243157992219924,5.290710744468321,1.4425218191863904,2.351436046387674,48.74760943958594,3.59830320446433,130.9917256408026,4.711581942677073,43.88439768429171,35.28824979379705,1.3275419231627987,33.612959847955224,287.03768369874933,10.14576589674387,37.71384911959929,2.4190014250823304,8.020036488559873,6.176102525140481,0.6421964810502252,-1.304216598826302,109.24923889446863,1.5452323306280604,9.736022312322879,10.311177061345106,8.269224241258936,1.9416661088895095,1.7147586345498782,3.8258375596220433,5.880669389715091,23.131082627990853,2.9537973868564538,16.624175046947663,3.4407818460396316,,2.637791006944504,3.8512614031332597,-0.484445763798695,7.874118930002391,14.529751603948075,-2.1904761904761907,2.66915885134048,2.192713736281208,7.623352717750505,55.27642326924251,10.393745596811586,2.121737947761049,0.556155232346573,68.53760154344589,11.997028469097584,10.102357812851704,1.2391265636223023,3.0498995214299103,14.333591511952996,6.9407336914697115,2.169094649293356,112.42480099027951,6.542596186751568,2.8012780563914834,10.54105027259173,3.157918342264886,15.88670919476148,2.4747367732680283
Coefficient Variation,4.610220130577289,4.908542935610362,2.097841995060865,0.42897664908885874,4.757652537597359,0.7508642552493123,2.2226360247743733,1.0534618917108138,1.842102714288459,2.29900619657445,1.0559720886117028,2.036117900809218,2.0350822968189797,3.0377373994167205,1.904760658871513,1.392567946298312,1.2658052352232225,1.3372360488089101,0.8690736382838253,2.4626483634670824,2.3942248202327585,1.716728597224521,1.7134473294743569,1.3257321437130127,1.0438145381497392,1.4438897964068722,1.3990430492672672,4.039056651722526,6.05566189858722,2.064323414027137,1.2423182546014357,1.5115243026306233,1.5494625650174705,1.9664866809329709,1.3454126753004898,1.0076342968748806,4.433340537507438,1.3603706238125362,1.1509458726996564,1.074777376113365,1.004413310961802,0.8048520537785242,1.56687463413377,1.6192329325636765,4.9601267017912996,1.1043056649997944,2.4791455789719223,3.1706489103039592,1.7666297453254858,1.8040377901676472,4.153228601074706,1.2897711578225353,3.0801695660010378,1.6480637014692294,2.8012272548314177,1.0841523247786393,1.246668944028325,0.705457516203333,2.1312882154687216,1.6535706696767845,1.5307392451261765,1.0890471172507525,2.226620310982086,1.2882624345596563,1.1668678075159569,0.9782639518004074,1.0724545021647232,1.839886332564876,1.9985608541404192,2.585515823519988,0.7976573635063418,,0.8644554164873827,1.0291749479826844,0.8531655077985093,1.3217925195675442,2.3396194078465973,0.7308445999441621,0.8624099239778248,1.8443727764950506,2.815138603848926,2.2942607957429804,1.1371917195399406,1.2172024556021332,1.1498716030502862,2.27163670476395,0.49148709842154203,1.4584991526764655,1.3501209085748156,1.045324081156688,2.9112212449272166,2.1366260823629313,1.440266139871794,4.086538213420653,0.9732438485404186,1.5469435092316557,1.2328703559331196,1.0289464203681205,1.3247516311997618,1.647163022779389
Min,0.000033,0.0011,0.00043188,0.002,0.000374,0.00548629,0.000226,0.000428,0.000204,0.000009,0.00077837,0.000008,0.1,0.011,0.05,0.1,0.3,0.05,4.64093464,0.00014,0.001,0.02,0.00007591,0.001,0.000046,2.772,0.001,0.000092,0.0001616,0.05,0.05,0.3,0.55,0.00055,0.033,0.00022,0.00005834,0.001,0.012513,0.017491,0.00091,0.001,0.00067243,0.000057,0.000136,0.000018,0.00001,0.000059,0.00002,0.000045,0.000022,0.000017,0.000148,0.000117,0.000019,0.000518,0.003234,0.001,0.00012,0,0.00014,0.1,0.000091,0.000012,0.000077,0.000059,0.00015,0.00508737,0.002463,0.000033,0.000087,0,0.000069,0.000067,0.001,0.001,0.000012,0.000243,0.000004,0.000069,0.000442,0.00012,0.000991,0.018668,0.0000825,0.001,0.000283,0.04162395,0.001,0.00036667,0.000049,0.000087,0.001,0.001,0.000014,0.001,0.000048,0.00004,0.000001,0.001
Max,29.71848,2596.688464,147.291218,5.149815,30.292182,0.55,3.329448,3.729283,3.665108,3.184582,7.616371,3.404537,237.534807,264.197839,53.041276,274.39887986,74.091491,110.234316,229.961304,0.057499,415.861524,54.792985,283.687433,49.177696,4.257853,593.379433,55.535735,22.870437,47.27747,297.251483,16.293997,513.462448,191.853839,11.056598,111.653091,0.036255,29.240919,10.452602,1.59589,0.202213,0.154288,6.075232,3.872,0.961603,0.587936,0.048538,13.132262,5.177541,0.061507,11.314337,24.7947,0.751428,0.530552,0.51024,10.61837724,0.07909,47.31427,1.100581,4.919564,309.63,0.018366,23.07836922,0.03001,0.001101,0.199006,0.003988,0.008069,103.727,0.073867,0.082278,0.00294,0,0.002344,0.00981,0.46885466,9.889,0.046387,0.001465,0.000152,0.026176,0.306945,0.832631,0.253134,1.90515,22.574807,95.498395,3.518878,28.347793,43.340572,21.85404,42.12778,0.069387,520.694265,151.00442,0.009858,50.184078,0.094106,0.00281,0.055879,736.067166
Median,0.0419055,3.72115,0.9552481500000001,3.058207,0.056565,0.14752724,0.070812,0.393244,0.080378,0.028369,1.090762,0.098835,5.695249499999999,0.4098427,0.85881404,10.67,4.0613628,4.70274719,37.3470315,0.0006670000000000001,3.157488,1.235205,3.911586,1.20862848,0.44868656,27.355841,2.27268834,0.066,0.110591,3.648695,0.82408544,15.934893,4.95,0.22,5.511503,0.004778,0.042669,0.497478,0.167889,0.027647,0.013975000000000001,0.866426,0.2,0.002465,0.003692,0.004355,0.199529405,0.016221,0.001386,0.23898064,0.1,0.080027,0.0027085,0.023619,0.047333,0.006477,2.029099,0.348495,0.0882395,10.0019,0.0006670000000000001,1.626,0.00043400000000000003,0.0000825,0.026934,0.0004285,0.0006865,1.64114,0.002463,0.0009645,0.0003955,0,0.000296,0.000877,0.1,0.55970767,0.0005185,0.0008539999999999999,0.0000195,0.0004645,0.001941,0.010746,0.022851999999999997,0.1432715,1.82651,0.55271897,1.016194,0.73366307,1.874425,2.575955,0.00840148,0.0013345,5.115,0.29550402,0.0011255000000000002,1.36749318,0.0056095,0.00026849999999999997,0.002846,5.937485185
No. of Obs,180,415,402,265,192,257,176,185,243,279,267,253,628,603,627,629,629,626,268,108,341,555,356,363,288,629,560,467,368,604,594,629,623,530,573,244,266,419,80,148,220,253,332,237,137,220,384,151,73,421,367,137,220,95,140,232,319,251,250,345,108,361,108,120,65,132,144,396,91,156,144,429,96,132,193,148,144,24,96,120,148,148,188,232,301,476,149,619,443,305,264,172,408,430,208,557,232,120,168,526
01/1960,,,,,,,,,,,,,0.1,0.05,0.35,0.2,0.95,0.25,,,,,,,,3.55,,,,0.05,,0.8,0.8,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,
02/1960,,,,,,,,,,,,,0.1,0.05,0.35,0.2,0.95,0.25,,,,,,,,3.55,,,,0.05,,0.8,0.8,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,
03/1960,,,,,,,,,,,,,0.1,0.1,0.2,0.2,0.7,,,,,,,,,4.7,0.1,,,,0.1,1,0.8,0.1,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1,,,,,,,,0.1,,,,
04/1960,,,,,,,,,,,,,0.1,0.1,0.2,0.2,1,0.1,,,,,,,,3.6,,,,,,0.9,1,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,
05/1960,,,,,,,,,,,,,0.2,0.1,0.7,0.3,1.2,0.8,,,,,0.1,,,6.5,,,,,,1.3,1.3,0.1,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.1
06/1960,,,,,,,,,,,,,0.1,0.1,0.2,0.2,0.7,0.1,,,,,,,,4.6,,,,0.1,,0.6,1.4,0.3,0.1,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/1960,,,,,,,,,,,,,0.1,0.1,0.2,0.4,0.9,,,,,,,,,5.3,0.1,,,,0.1,1.1,2,,0.1,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.1,,,,,,,,0.1,,,,
08/1960,,,,,,,,,,,,,0.2,0.1,0.3,0.3,0.6,0.1,,,,,,,,4.3,,,,,,0.8,0.7,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,
09/1960,,,,,,,,,,,,,0.2,0.1,0.2,0.3,1.1,0.3,,,,,,,,4.5,0.1,,,0.1,,1,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,0.1,,,,
10/1960,,,,,,,,,,,,,0.2,0.1,0.2,0.1,0.8,0.2,,,,0.1,,,,4.1,,,,,,0.9,1.1,,,,,,,,,0.1,0.3,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.1
