,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Falkland Islands,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominica,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Other Countries Not Elsewhere Classified: North Korea,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Suriname,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Jamaica,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Panama,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Paraguay,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Peru,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: El Salvador,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guatemala,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Mexico,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AO: Imports: cif,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Ecuador,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Advanced Economies: Slovak Republic,AO: Imports: cif: Advanced Economies: Iceland,AO: Imports: cif: Other Countries Not Elsewhere Classified: Cuba,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,"AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Grenada,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Developing Countries: (Old)Western Hemisphere,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Greenland,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Guyana,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: Imports: cif: Advanced Economies: San Marino,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Curacao,AO: Imports: cif: Euro Area,AO: Imports: cif: Advanced Economies: Vatican,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Montserrat,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Honduras,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Haiti,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Western Hemisphere Not Specified
First Obs. Date,01/2000,01/2000,03/2000,03/2000,06/1960,03/1960,03/1960,03/1960,01/2000,06/1962,12/1968,06/1985,01/2000,06/1967,01/1981,12/1970,06/1981,02/1981,08/1969,01/2000,07/1974,01/1983,01/1992,08/1970,01/2007,03/1960,03/1960,03/1960,03/1960,03/1960,03/1960,03/1997,03/1981,12/1960,06/1960,09/1969,12/1963,03/1960,12/1960,03/1960,06/1974,01/1973,01/1998,03/1960,03/1960,03/1960,03/1960,03/2000,12/1993,03/1993,06/1973,04/1973,03/2000,01/2000,01/2000,03/2007,01/1960,01/2000,03/1981,03/1980,01/1985,03/1980,01/1980,03/1980,01/2000,03/1960,03/1980,06/1960,03/1981,01/2000,05/1960,06/1960,03/1999,03/1960,06/1973,09/1969,03/1960,09/1965,09/1970,01/2007,03/1997,03/1960,03/1960,03/2000,03/2000,03/1997,03/1993,03/1995,12/1970,09/1969,01/2011,03/1960,03/2000,12/1964,03/1960,01/2000,01/2000,01/2000,03/2000,12/1960
Last Obs. Date,12/2014,04/2019,12/2014,12/2014,03/2019,03/2019,03/2019,03/2019,04/2019,03/2019,03/2019,03/2019,04/2019,04/2019,04/2019,03/2019,03/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,04/2019,04/2019,04/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,12/2018,04/2019,12/2013,04/2019,04/2019,03/2019,04/2019,12/2013,09/2016,09/2016,06/1990,09/2008,09/2008,09/2008,12/2012,12/1996,09/2008,09/1967,09/2008,12/2007,12/2010,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,04/2019,03/2019,03/2019,03/2019,12/2013,12/2011,12/2018,03/2019,03/2019,03/2019,03/2019,04/2019,03/2019,03/2019,03/2019,03/2019,12/2014,04/2019,04/2019,03/2019,04/2019
Last Update Time,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,07/07/2019,29/06/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,07/07/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,07/07/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,07/07/2019,29/06/2019,07/07/2019,29/06/2019,29/06/2019,07/07/2019,07/07/2019,07/07/2019,08/07/2019,08/07/2019,08/07/2019,29/06/2019,29/06/2019,29/06/2019,07/07/2019,07/07/2019,07/07/2019,29/06/2019,27/04/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,29/06/2019,08/07/2019,08/07/2019,02/03/2017,02/03/2017,04/03/2017,20/09/2015,20/09/2015,20/09/2015,07/07/2019,05/03/2017,20/09/2015,05/03/2017,20/09/2015,08/07/2019,07/07/2019,29/06/2019,07/07/2019,07/07/2019,07/07/2019,29/06/2019,29/06/2019,29/06/2019,07/07/2019,08/07/2019,29/06/2019,29/06/2019,29/06/2019,08/07/2019,08/07/2019,27/04/2019,07/07/2019,29/06/2019,07/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019
Series remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suggestions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404904187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,0.0006561944444444442,0.0007360363636363636,0.017961267857142856,0.0014530999999999995,230.07015640329806,516.8967678674408,1404.913420602466,909.8780258144542,14.71153317672414,72.65212917108329,7.651625204081634,1.1560540557894743,0.010193942307692307,0.06453011887700535,0.012176758237704905,13.756469468854963,0.43822348249999954,1.2016107306772923,1.9216006423841046,1.0766980862068962,0.14890641588000003,0.007428423363636366,0.1414968920270273,3.5422259421900826,0.01826383783783784,1459.1016911462084,9.954782457630339,59.35394680421796,24.748010837109028,27.563330629289116,1.6850374465686289,135.7512576626966,87.04190695402781,6.967619158592962,50.29080440380953,3.470624411410257,1.05219325847682,7.015093164881512,8.90453161994474,44.98502388400002,0.07039348322147641,0.0041177828054298656,0.11520080174999998,3.3886428778095246,131.5543169668246,56.7121719355238,585.8084494219432,1.7111701176470593,0.7201867094444444,0.6027985333653845,2.1814977368421045,0.6466742489270386,0.008767541666666667,0.01711325,0.09281828879310348,0.08893555102040811,0.030637248941605837,0.0005377314814814814,673.394285314685,634.0581428571431,3.6288999987878774,301.534204347826,24.903645623188392,297.64848608695655,0.004761766666666664,7.685763201557374,536.7883913043477,0.12307692307692308,4.025836885585588,0.00099525,0.03758364651162789,31.419160906521775,0.023205938271604942,29.889679425742564,38.005177429999996,1.5183409582300889,240.63785700009447,1.0006618481355931,3.8133123275221226,0.06049367567567565,0.6168582898876404,56.46554611848343,15.388996047867318,0.004870454545454545,0.005823833333333331,0.4542437716216212,5.118269486041668,1.4256963618085101,183.417394513179,7.619190223437495,0.009358270000000002,512.6491973671566,0.004380695652173912,1.5240376348051938,55.77426870624395,0.0008895499999999993,0.024898507462686563,0.003771515306122447,0.08258102739726027,0.3647431269841266
Variance,3.291341580996883e-7,8.122766562058944e-7,0.0005038601809633118,0.0000020745759384615383,157842.1036601103,738129.1553990116,4267989.389351134,1724084.7576710247,607.249994622196,28733.75843340471,18.77300811531998,15.62016705770719,0.00031409183294351555,0.025536899032602263,0.0006295382900545878,337.1348847783909,0.12700708661503868,5.2574500025749185,2.665798848655639,0.676213069487776,0.015332554683779576,0.000371172491228652,0.6304694687467247,34.78121622746965,0.00043226425858576887,4677638.900255813,280.99617557115977,5572.446203940339,865.0462742428374,1123.6454432850242,8.695179714345496,11644.252351544295,101004.28265425628,129.83707086815696,5351.294148921072,20.47258664772489,19.336199978534946,79.25530165008749,271.3363642957322,7769.640991316572,0.026322075358548684,0.00005714690933114754,0.018105159449289157,12.090140315306073,33928.687568291345,6941.668053135825,622684.1345175684,2.731324119400199,1.2765982073146023,1.6313448472262984,1.383400990596877,0.717706671736774,0.00039430904625354594,0.0010305209913091793,0.01906448816170412,0.06308705300912755,0.009701019250522134,2.3551004871928011e-7,836161.9217608309,442924.11288097274,10.583939844698572,170183.40674329625,1248.5431257163925,167056.26421410133,0.00015125697337366946,50.40027596070404,330966.8419895737,0.003589743589743589,21.786076248730783,7.401979789473679e-7,0.007392250509304371,1741.0033940873386,0.0005118465460836419,3625.9846346130885,4117.897975778156,2.2424898445213444,120840.7957219429,8.948992858817139,20.186520643220188,0.011191199026016549,0.8749892140295278,12267.068947221618,1376.2047350299233,0.00002330724383509514,0.00007364197774285716,0.5327534544860822,215.54627338577097,18.63356043285687,78659.22177838697,843.5454385058639,0.000025843516118282826,476451.78887987277,0.000016801006979539638,9.255335789200558,11361.220209569628,0.0000010185276109243703,0.004191636715461192,0.000051055139266431176,0.006549213306304795,1.037036119869171
Standard Deviation,0.0005737021510328232,0.0009012639215046248,0.022446830087192976,0.0014403388276588041,397.29347296439477,859.1444322109127,2065.9112733491565,1313.044080627541,24.642442951586517,169.51034904513855,4.332782952712954,3.9522357037134297,0.017722636173648533,0.15980268781407359,0.02509060162799186,18.361233204182962,0.3563805362460732,2.2929129949858367,1.6327274263194207,0.8223217554508552,0.12382469335225335,0.019265837413116826,0.7940210757572652,5.89756019278054,0.020790965792520773,2162.784987060853,16.762940540703465,74.64881917311445,29.41166901491375,33.52082104133227,2.9487590125925003,107.90853697249489,317.81170943540815,11.394607095821994,73.15254027661015,4.524664258011294,4.397294620392742,8.902544672737536,16.472290802913,88.14556705425731,0.16224079437228076,0.007559557482495092,0.1345554140467382,3.4770879073307985,184.1974146623436,83.31667332014538,789.1033737841756,1.652671812369352,1.129866455522334,1.2772411077107948,1.1761806794012886,0.8471757029901024,0.01985721647798467,0.032101728790038385,0.13807421251524168,0.25117136184112937,0.0984937523425833,0.0004852937756856975,914.4188984053375,665.5254411973841,3.253296765543926,412.53291595131685,35.33472973883333,408.7251695382869,0.012298657380936728,7.099315175473198,575.2971771089909,0.0599144689515278,4.667555703870152,0.0008603475919344274,0.0859781978719278,41.725332761852705,0.022624025859330207,60.216149284167024,64.17084989134986,1.4974945223677263,347.6216272356237,2.991486730509955,4.4929412018431965,0.10578846357716208,0.9354085813319909,110.7568009073105,37.09723352259469,0.004827757640467792,0.008581490415007009,0.7298996194587871,14.681494249080064,4.316660796594617,280.4625140342056,29.043853713064042,0.005083651848650026,690.254872405746,0.0040989031434689495,3.042258337025401,106.58902480823075,0.0010092212893733318,0.06474285068995025,0.00714528790647593,0.08092720992536932,1.018349704114049
Skewness,1.5978999933692113,4.399571186048562,2.631904819345616,1.274026661346963,1.7877038787282244,1.8242447566355255,1.7728089575063668,1.985643732810481,2.4276828841462224,3.3199012528623286,-0.8240544966917797,5.367968523125736,3.8363469198209605,2.986013875589362,2.9338118624084264,1.4551280931520107,0.5899230274189836,6.853401763986063,0.16680653926386213,1.543773029146238,0.7785050103643547,5.430662901226552,6.9146781369474875,3.631775027021301,1.6034999187697865,1.7882511300767046,3.0586487476212363,1.9108990731170228,1.9433669958968192,1.7783686735019135,3.23395465810506,0.9638679844454422,8.67677981517031,4.166876670361772,1.9273297407549153,1.6523710543827408,9.487523883249526,1.4577782009375857,3.242646608088574,3.9914935047394624,2.987241223362995,3.558338275908887,1.3024862525182053,2.3876315193133704,1.854254133730753,1.777087535615344,1.6430531252224534,1.5810880396966203,3.192805736520999,3.565660360456233,-0.9797772434919213,2.142564903434842,3.0710794399572303,3.275998791545215,2.43465922212456,3.12774969425014,5.6262174497080135,1.6253515336581514,1.8819577299317933,1.200098074187267,1.4918241363272915,1.8338513188507282,2.485260187269143,1.8338519935834718,2.9059033223980153,1.2818788142678892,2.679523786595631,2.6823952298451865,1.1870280533763453,1.4683166150147422,4.901775562041174,2.1463152314106932,0.8841917236159493,2.4945373705143736,2.541926847217635,1.808121529430174,1.8543936776609944,6.815389911230821,1.148675470154121,2.905741078880322,3.516588795102226,3.137835892519436,5.5250714221590504,1.4259080971656526,2.3779071404244836,3.7969415817277445,3.146912030317474,5.366227901476448,1.5829579812772645,7.325337265375572,1.297590296954726,1.6346809845132377,1.722314027155394,5.453324791016509,2.687613692261826,2.4925627484920776,4.766502883350429,2.5718895124228345,0.769143893484561,5.813450296598456
Kurtosis,3.181472291701781,26.894697862415608,9.5150417146763,0.5173231688957376,2.485551731148661,2.3363725358854706,2.1702295295570404,3.5867237780466206,6.844437127924712,11.225092337585796,-0.3992863673468814,33.79527978721275,20.911626624478316,7.804213880126346,9.62081364998934,1.6388460704307715,-0.9593115883241352,70.51194734891546,-1.7102757080190816,3.5156898654050504,0.9784404580962032,29.618627526540845,47.69605055752139,19.065457172388605,1.481994101072642,2.2325171825223555,10.790456661681551,2.977148007683098,3.196793661245636,2.751316706973982,11.524864226181954,0.5642084320681335,86.60519462043133,26.702599053867274,4.054725347550199,1.913910908503897,100.38763786552627,1.3272071113119792,13.821396036912743,20.851581036038063,7.308574909014043,12.862227401362821,1.2876376198260822,8.165434640768106,2.9706268872438852,1.8912591984293337,1.3563418898418012,1.6602265651498822,12.424792164089089,13.113544708146092,-0.6872939522503367,7.302235889542494,8.472134827099897,11.767868482002175,7.10230249259704,8.177313101136804,36.15531959172036,3.169989098866869,3.900558941544192,0.006571873143417228,3.306581031587318,2.1010340807798764,5.326031573012529,2.0967732983911613,7.171745552853077,1.1706973831974565,7.832397674889387,6.9642857142857135,0.26937488776099494,2.6395608819747856,33.065828979040646,5.6930244148060885,-0.37449428786879757,5.714274412055298,5.981251705594959,4.178054706279653,2.5142256605626465,51.55054492216017,0.33876397277012726,6.968807018029652,14.841291798652872,10.172293245353714,43.93969085055573,0.991619237787233,4.7934160677504725,17.063620457899066,9.11592141358999,32.20806492434338,1.9454293090836314,67.08063712958204,4.897231416474881,1.354796381297953,2.820831525319779,37.89913262130379,7.848905985549191,7.022541623033712,25.445903155381146,5.771062814696023,-0.40812472811958944,40.60832332842821
Coefficient Variation,0.8742868152724736,1.2244828734438606,1.2497352784740248,0.9912179668700053,1.726836192817486,1.662119954348877,1.4704900978618571,1.4430990125871026,1.675042475557515,2.3331779946320745,0.5662565582017401,3.418729153641895,1.7385458577958701,2.4764046711064966,2.0605321332815567,1.3347344131976098,0.8132392500122892,1.9081994995945386,0.8496705248254482,0.7637440485733709,0.8315604980516124,2.5935298070687507,5.611579621166515,1.664930551870501,1.1383678489220592,1.482271592298588,1.683908273440438,1.2576892219037668,1.1884457788749503,1.2161382632660749,1.7499664583699814,0.7948989853237091,3.6512493873010397,1.6353659458797138,1.4545907774557059,1.3037032307891645,4.179170114393595,1.2690558006135766,1.8498772878763978,1.9594424864940074,2.3047700859158873,1.8358320095287133,1.1680076180263061,1.026100428021039,1.400162449315856,1.469114485949653,1.3470331036755057,0.9658138576203369,1.56885213335014,2.1188523810435336,0.5391619984460336,1.3100501595598333,2.2648556725404405,1.8758405790857018,1.4875755016666583,2.8241952622915987,3.2148367018954933,0.9024834743703029,1.3579249458257856,1.049628411360582,0.896496670239078,1.3681131692623882,1.4188577155921422,1.3731807438754444,2.582792950992293,0.9236968391160758,1.0717392298873498,0.4868050602311633,1.1594001040087398,0.8644537472337879,2.2876491733000752,1.3280218681203433,0.9749239868923218,2.0146134197848142,1.6884765242720738,0.9862702538916799,1.4445841214231192,2.9895081301276893,1.1782253369114128,1.7487524504929255,1.5164075715062109,1.9614934862208897,2.4106337676092786,0.9912334866102793,1.4735123627061804,1.6068456301626157,2.868448855442025,3.0277560581826055,1.529094417563835,3.811934452525131,0.5432256013825232,1.3464468021226397,0.9356740273510844,1.996183209356421,1.9110788412058204,1.1345301437505846,2.6002703490149073,1.89454034426871,0.9799733967472314,2.791964066696086
Min,0.000081,0.000082,0.000003,0.000132,0.014,1.3,20.8,19.4,0.061571,0.008,0.004,0.000418,0.000076,0.00077647,0.00005633,0.001,0.00548629,0.0033,0.001,0.071722,0.000065,0.00003,0.000032,0.001,0.000156,20.8,0.3,0.4,1.6,0.1,0.00814,18.34585317,0.11,0.1,0.00007591,0.001,0.00087363,0.1,0.013,0.1,0.001313,0.000169,0.000068,0.1,2,2.4,16.3,0.001226,0.012879,0.000719,0.000283,0.00033,0.000041,0.000071,0.000384,0.001326,0.000202,0.000082,27.764,0,0.3091,0,0,0,0.000082,0.6,0,0.1,0.0035247,0.00014,0.000332,0.1,0.001102,0.001,0.015,0.002,10.1,0.00106316,0.00087454,0.001335,0.00264,0.3,0.044,0.000226,0.000703,0.003064,0.000049,0.00020085,0.001,0.002,0.002443,13.3,0.000046,0.00294974,0.1,0.000081,0.000547,0.000061,0.004039,0.000698
Max,0.002849,0.007564,0.126357,0.005215,1935.341149,3589.012893,9559.755645,7344.21475,161.482553,964.115894,15.376759,30.292182,0.134725,0.865,0.142564,81.414981,1.314462,27.542541,4.43722,4.467161,0.775,0.120658,6.433729,49.973522,0.07217,10013.380637,110.718659,324.643588,136.183134,172.362571,17.830516,470.310797,3416.700713,102.687317,359.965048,19.904677,49.437058,42.363547,109.700683,697.707802,0.610273,0.04514511,0.695807,23.210398,905.039815,325.869083,3108.392527,6.659159,6.858558,6.97173358,3.518878,5.924669,0.085583,0.182029,0.925014,0.920835,0.9,0.002768,4715.17,2363.07,17.5329,1638.6,168.664,1621.42,0.057447,31.63557333,3419.51,0.3,17.1753,0.004764,0.8,262.884505,0.078407,273.155621,299.698046,7.661367,1549.523714,26.598503,17.156671,0.408918,6.089094,653.40229,374.639944,0.018206,0.033885,4.663653,74.94319,31.937269,1276.12469,301.32408,0.034721,2809.696577,0.018295,26.832732,650.832073,0.005202,0.498394,0.034599,0.328647,9.081457
Median,0.0003865,0.000389,0.0084645,0.000816,15.06074072,80.76340161,416.23327886,333.56794591,2.819378,8.644236,9.174621,0.128851,0.00163,0.006646,0.0006095,2.553493,0.28625167500000004,0.435418,2.181603,1.0063879999999998,0.107724,0.003311,0.002529,1.199495,0.018009,418.71691369,3.015613,34.4673045,12.32060999,15.42122227,0.639974,115.65014,10.513298785,3.048009,8.26229,1.28107015,0.292202,2.31962973,1.25314,9.558707555,0.009281,0.002124,0.046902,2.467262655,48.29,15.29848746,231.75665276,1.179732,0.2665995,0.13757950000000002,3.048582,0.319297,0.0014269999999999999,0.0036345,0.0414285,0.005823,0.005662,0.0003105,159.449,269.685,1.63038333,101.009,11.9922,100.516,0.000548,5.0835,324.231,0.1,1.60908,0.0006025,0.0032,16.315102,0.013844,0.215,11.448695,1.213265,81.752,0.25163176,1.752484,0.031934,0.337146,17.58911,1.232,0.0026005000000000004,0.0021255,0.221269,0.025135675,0.115509,9.028181,0.8263499999999999,0.009372,205.128,0.003623,0.573051385,4.16122452,0.000547,0.005911,0.00083,0.042744,0.099456
No. of Obs,108,220,56,40,191,211,211,211,232,120,98,95,208,187,244,131,96,251,151,232,250,110,148,242,148,211,211,211,211,211,204,89,144,199,126,156,151,211,181,210,149,221,160,210,211,210,211,68,90,104,57,233,48,208,232,49,274,108,143,147,66,115,345,115,120,122,115,13,111,96,215,207,81,101,100,113,211,177,113,148,89,211,211,44,36,74,96,94,151,160,100,211,69,154,205,120,201,196,73,252
01/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/1960,,,,,,1.3,24.9,23.9,,,,,,,,,,,,,,,,,,25.3,0.9,0.6,2.6,0.5,0.1,,,,,,,0.2,,0.1,,,,0.1,2.6,2.4,20.3,,,,,,,,,,,,,,,,,,,1,,,,,,,,0.1,,,11.8,,,,,0.3,0.2,,,,,,,,,16.9,,,0.4,,,,,
05/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1960,,,,,0.1,2.2,32.5,31,,,,,,,,,,,,,,,,,,33.3,1.1,0.7,2.9,1,0.4,,,,0.1,,,0.2,,0.1,,,,,2.8,3.7,27,,,,,,,,,,0.6,,,,,,,,,2,,0.1,,,,0.1,,,,,14.7,,,,,0.4,0.3,,,,,,,,,22.2,,,0.8,,,,,
08/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1960,,,,,,1.9,30,28.8,,,,,,,,,,,,,,,,,,30.7,0.7,1,2.6,0.4,0.1,,,,,,,0.2,,0.1,,,,0.1,2.9,3.7,24.9,,,,,,,,,,0.3,,,,,,,,,1.6,,,,,,0.1,,,,,14.1,,,,,0.5,0.3,,,,,,,,,20.4,,,0.7,,,,,
10/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1960,,,,,0.2,2.8,37.4,35.5,,,,,,,,,,,,,,,,,,38.5,0.8,0.8,3.2,0.4,0.1,,,0.1,,,,0.3,0.1,0.1,,,,0.1,3.7,3.8,30.1,,,,,,,,,,0.9,,,,,,,,,1.1,,0.2,,,0.1,,,,,,19.1,,,,,0.7,0.4,,,,,,,,,25.4,,,1.1,,,,,0.1
03/1961,,,,,,1.3,20.8,19.4,,,,,,,,,,,,,,,,,,20.8,0.3,0.4,1.6,0.1,,,,,,,,0.1,,0.1,,,,0.1,2.3,2.6,16.3,,,,,,,,,,,,,,,,,,,0.6,,0.1,,,0.1,0.1,,,,,10.1,,,,,0.4,0.1,,,,,,,,,13.3,,,,,,,,
05/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1961,,,,,0.3,2.1,26.3,24.7,,,,,,,,,,,,,,,,,,26.8,0.4,0.8,2.6,0.4,0.1,,,,0.2,,,0.3,0.1,,,,,0.1,2.3,4.1,21.3,,,,,,,,,,0.1,,,,,,,,,1.1,,,,,,0.1,,,,,11.2,,,,,0.4,0.2,,,,,,,,,16.7,,,0.5,,,,,
08/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1961,,,,,0.2,2.1,30.7,27.9,,,,,,,,,,,,,,,,,,31.4,0.5,1,2.6,0.6,,,,,,,,0.4,0.1,0.2,,,,0.8,3.3,3.7,23.1,,,,,,,,,,,,,,,,,,,0.8,,0.3,,,,0.3,,1.1,,,12.3,,,,,0.5,0.4,,,,,,,,,18.1,,,0.7,,,,,
