,AF: Trade Balance: Emerging and Developing Economies: Europe,AF: Trade Balance: Advanced Economies: South Korea,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia,AF: Trade Balance: Advanced Economies: Czech Republic,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AF: (DC)Trade Balance: Special Categories,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,"AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AF: (DC)Trade Balance: Advanced Economies: (Old)Belgium-Luxembourg,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AF: Trade Balance: Advanced Economies: Lithuania,AF: Trade Balance: Advanced Economies: Denmark,AF: Trade Balance: Advanced Economies: Israel,AF: Trade Balance: Advanced Economies: Cyprus,AF: Trade Balance: Advanced Economies: Latvia,AF: Trade Balance: Advanced Economies: Estonia,AF: Trade Balance: European Union,AF: Trade Balance: Advanced Economies: Canada,AF: Trade Balance: Advanced Economies: Vatican,AF: Trade Balance: Advanced Economies: Japan,AF: Trade Balance: Emerging and Developing Economies,AF: Trade Balance: Advanced Economies: Switzerland,AF: Trade Balance: Euro Area,AF: Trade Balance: Advanced Economies: Singapore,AF: Trade Balance: Advanced Economies: Malta,AF: Trade Balance: Advanced Economies: Sweden,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,"AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Non-Fuel,AF: Trade Balance: Advanced Economies: New Zealand,"AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: India,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AF: Trade Balance: Advanced Economies: Taiwan,AF: Trade Balance: Advanced Economies: Iceland,AF: Trade Balance: Advanced Economies,AF: Trade Balance,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: China,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AF: Trade Balance: Advanced Economies: Hong Kong SAR,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Armenia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Kosovo,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Montenegro, Republic of","AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AF: Trade Balance: Advanced Economies: Slovak Republic,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Fuel,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AF: Trade Balance: Advanced Economies: Norway,AF: Trade Balance: Advanced Economies: Greece,AF: Trade Balance: Advanced Economies: Portugal,AF: Trade Balance: Advanced Economies: Spain,AF: Trade Balance: Advanced Economies: United Kingdom,AF: Trade Balance: Advanced Economies: Ireland,AF: Trade Balance: Advanced Economies: Germany,AF: Trade Balance: Advanced Economies: Italy,AF: Trade Balance: Advanced Economies: Belgium,AF: Trade Balance: Advanced Economies: Luxembourg,AF: Trade Balance: Advanced Economies: Slovenia,AF: Trade Balance: Advanced Economies: Austria,AF: Trade Balance: Advanced Economies: Australia,AF: Trade Balance: Advanced Economies: United States,AF: Trade Balance: Advanced Economies: France,AF: Trade Balance: Advanced Economies: Finland,AF: Trade Balance: Advanced Economies: Netherlands,AF: Trade Balance: Countries or Area Not Specified,AF: Trade Balance: Other Countries Not Elsewhere Classified
12/1993,15.9464308,,-25.74617733,-0.07758999,-0.33094909,,,,-0.03306902,-2.74710549,-0.13838466,16.08481545,,,,,,,,,0.37496669,,,-0.10304967,,0.01781582,-0.1415006,-0.04991537,-10.55043002,0.04060973,,-22.92705455,-10.96492325,0.4766998,-9.69201926,-7.67501653,0.00487683,0.08684162,,-0.5627006,,,,-75.5351321,0.0143536,-0.16555273,,-4.35246693,,-1.1121,,-48.62248421,-59.58740746,26075.34992851,,,,-13.8897,,,0.66700455,,-7.2137036,,,,,,,,,,,0.01886274,15.94772464,-3.79644349,-0.10531564,,-0.06681173,,,0.44779645,-0.033,0.00331114,-0.76081338,-0.62622807,-0.43254461,-0.86038182,0.31383588,,,,0.12232428,0.00070353,-0.26272727,-6.52479138,-0.46307148,-1.28199402,,
03/1994,-8.40422797,-4.64702197,-12.43072341,-0.07369414,-0.22480685,,,,,-1.56958615,-0.02420497,-8.380023,,,,,,,,,2.18383231,,-0.00418,-0.13438983,,0.0410069,0.0485,0.02755061,-6.29595982,0.01117004,,-21.40044545,-21.55344767,0.14646736,-6.17110763,-4.00616186,0.00235873,-0.1001459,-0.42681818,-0.3091,,,,-61.63538773,0.01525372,-0.50976618,,-3.38180177,,-0.45578182,,-43.99587906,-65.54932673,,,-0.03603636,,-2.87963636,0.00053406,,-0.35607273,,-7.42046269,,,,,,,,,-4.029025,,0.00927476,-3.913939,-3.46167697,0.01183139,,-0.60464937,,,0.00623758,0.02055455,0.08279063,-0.17390542,0.1715463,0.01301092,-2.06109158,1.04037837,,,-0.37693279,0.16447423,-0.0337064,0.09636364,-5.5124831,-1.01531136,-0.6609354,,
06/1994,-7.31025924,-5.5695083,-11.35183029,-0.18833681,-0.26014176,,,,,-1.5470505,-0.20173705,-7.10852218,,,,,,,,,5.86307694,,0.02663818,-0.10358825,,0.00533809,,0.01758349,-7.50915657,0.12215957,,-26.18242727,-22.28955065,0.31451107,-4.1134969,-5.14711771,0.00001184,0.04967954,-0.42681818,-0.3256,,,,-70.36239537,0.00305722,-0.04581082,,-4.03832103,,-0.1045,,-50.54855951,-72.83811016,,0.00957558,-0.22758182,,-1.29421818,0.0005018,,-0.35607273,,-5.37704259,,,,,,,,,-4.029025,,0.00934925,-2.47571479,-3.68240663,0.01626918,,-0.20459399,,,-0.68392645,-0.11964545,,-0.67660454,-3.17925891,-0.46453609,-1.53159089,-0.14512598,,,-0.4162753,0.1420621,-0.0496728,-0.33909091,-5.35955635,-0.07991657,-1.38430562,,
09/1994,-8.77621395,-5.49541958,-19.02510151,,-0.30254649,,,,,-1.37980242,-0.50177404,-8.27443991,,,,,,,,,4.78927998,,-0.15389,-0.15906555,,0.03449457,-0.1672,-0.00188833,-5.09602122,-0.13352988,,-24.36921818,-41.18516971,0.26160403,-2.14976913,-5.52701444,,0.07019769,-0.42681818,-0.41950184,,,,-88.27771203,-0.07232143,0.32081691,,-3.7357761,,-0.55569091,,-50.54707619,-91.73224589,,0.03269313,-0.55,,-4.65058182,0.00055912,,-0.35607273,,-8.25653376,,,,,,,,,-4.029025,,0.01005186,-3.45453386,-5.78837785,0.01553283,,-2.74907412,,,-0.31584561,-0.08039091,-0.13174999,-0.85050997,-2.90561019,-0.11129165,-2.25780855,0.38714283,,,-0.42544781,0.22764615,-0.0543138,-0.88454545,-2.0751446,0.00274423,-1.34580694,,
12/1994,-8.69940544,-6.72805016,-20.34603454,-0.09233209,-0.3125049,,,,,-2.36370952,-0.54644008,-8.15296536,,,,,0.00621118,,,,15.30301016,,-0.24935545,-0.2944869,,0.00390252,,-0.00904341,6.9012509,0.10909097,,-15.69207273,-30.597341,0.22840872,8.80719932,-5.69784236,,0.08701304,-0.42681818,-0.92029816,,,,-52.61766461,0.06107669,0.09938236,,-2.97864163,,-0.24678182,,-25.52145713,-56.11879813,27842.58279236,0.01261151,-0.58059091,,-10.58820909,0.00059341,,-0.35607273,,-4.7491042,,,,,,,,,-4.029025,,0.01164103,-3.50113352,-2.03605312,0.02153932,,-1.14721152,,,-0.4932072,2.16115455,,-0.22886329,-1.64029331,0.00992206,-5.24257254,0.48599855,,,-0.46878955,0.37292601,0.00916826,0.80454545,-2.65854572,0.03219551,-0.7163811,,
03/1995,10.80752086,-4.96529536,-10.57896581,-0.09064379,-0.23924206,,,,,-5.71530419,-1.06064119,11.86816205,,,,,,,,,5.25549407,,0.0001383,0.68712937,,,-0.04552176,-0.00431793,-5.10546069,0.04119263,,-22.37519091,0.46354664,0.31832018,-1.29445304,-4.22513378,0.0134265,-0.02579065,-0.77477273,-0.80348872,,,,-34.8519972,0.04240001,-0.09568909,,-1.62309091,,-0.2123,,-37.80565386,-37.34210722,,0.00811695,,,0.61759091,0.00075362,-0.01195455,0.01204545,,-2.74862373,,,,,,,-0.85129255,,-0.00715,,-0.30111669,-2.49011002,-2.57180767,-0.21746559,,-0.23226492,,-0.00015733,0.19105651,-0.02590909,0.03337329,-1.03587332,-3.32106139,-0.20562362,-2.80854281,-0.22174209,,,-0.12294519,0.07673297,0.00001281,0.17272727,-1.9726869,0.83581614,-0.76515491,,
06/1995,12.36465694,-6.09279514,-10.6887011,-0.23165428,-0.26689598,,,0.01545455,,-1.84141963,-1.17112019,13.53577714,,,,,,,,,1.31813401,,-0.00025887,0.71939468,,0.00206096,-0.0162849,0.115854,-12.82304738,-4.6702839,,-16.63094545,-10.71391679,0.39443965,-9.41689421,-4.68545516,-2.54483603,-0.02677344,-0.77477273,-0.7634,,,,-51.23008482,0.02014236,-0.343574,,-0.70327273,,-0.32928182,,-44.83794934,-55.55186614,,0.01177797,,,-3.75805455,0.00081096,-0.01195455,-0.15790909,,-2.41394023,,,,,,,-0.96696914,,-0.00715,,-0.34167325,-4.32178132,-3.46645986,-0.21592902,,0.10667993,,-0.00018925,0.10260844,,,-0.86070892,-2.69599994,-0.09498107,-3.43658451,-0.64707864,,,-0.11223723,0.08087883,0.02312546,1.09636364,-2.39930411,0.29807689,-0.77795135,,
09/1995,16.77180421,-6.0969774,-12.77581539,-0.45291781,-0.28427646,,,0.00272727,0.09090909,-3.28989822,-4.60002692,21.37183114,,,,,,,,,-0.27121265,,-0.00044913,0.666564,,,-0.01875,0.03742818,-8.81349585,0.08777343,,-24.19818182,6.55887234,0.27608021,-5.08247655,-4.97311184,-0.59769342,-0.02421885,-0.77477273,-0.73565455,,,,-42.9685067,-0.03889687,0.03963636,,-3.38827273,,-0.68329091,,-48.98613558,-42.42726324,,0.03633389,-3.4529,,-1.20302727,0.0007975,-0.01195455,-0.40891818,,-3.00629094,,,,,,,-1.04614257,,-0.00715,,-0.32602136,0.54124346,-4.05955037,-0.22822733,,0.19360114,,-0.00030717,0.00041333,-0.0022,,-0.44615327,-2.77331972,-0.16963423,-2.02659274,-0.25405576,,,-0.11401006,0.07579082,-2.30001113,-0.38727273,-0.91207289,-0.03332065,-0.0235294,,
12/1995,-4.04730864,-6.60493211,-25.85359523,-0.70469076,-0.30958549,,,,,-3.48396331,-3.37794523,-0.66936341,,,,,,,,,3.43085521,,0.0000297,0.53788156,,0.01603698,0.1646837,-0.02951477,-13.49189052,-0.43101596,,-27.86632727,-29.78880043,0.23514732,-10.24530119,-5.07160232,-1.54387206,-0.02912286,-0.77477273,-1.88806583,,,,-75.45069255,0.03727134,,,-3.47163636,,-0.61638182,,-56.31041343,-86.09921386,29789.81151417,0.02410129,-2.27784545,,-15.07143636,0.00083338,-0.01195455,-0.57779091,,-3.69766387,,,,,,,-0.89468665,,-0.00715,,-0.3474778,-10.64852131,-1.74241669,-0.22951442,,0.12487966,,-0.00024967,0.10145098,-0.00454031,0.09631843,-0.30677282,-1.95055749,-0.41717594,-2.45910702,-0.14867966,,,-0.11409843,0.08037207,0.00452194,-0.00909091,-7.83737376,0.06093648,-0.88592118,,
03/1996,-12.97077216,-9.29458574,-20.9648059,-0.28449472,-0.24375416,,,,,-3.0006618,-3.78989922,-9.18087294,,,,,,,,,6.25856578,,-0.02396228,-0.33397084,,0.00785709,0.00194805,,-15.48442218,0.03951756,,-28.21934545,-29.05751061,0.47835846,-5.98647615,-3.95090622,-1.02329487,0.05170168,-1.66270127,-1.22411572,,,,-76.03415595,0.00758004,0.0120375,,-5.50578662,,-0.7392,,-55.45836466,-84.51587528,,0.00946162,-0.30204674,,-6.8279,0.00110198,-0.01039149,-0.14438182,,-1.3322502,,,,,,,-3.23595455,,-0.0242,,-1.02139797,-8.48171932,-3.8133613,-0.26863229,0.00727273,-0.33993678,,,0.63446439,-0.11,-0.04515149,-0.18645725,-5.44332966,-0.59411147,-1.17230401,-0.39795507,,,0.20529946,0.07529885,-0.02906417,-1.05636364,-7.4891836,0.04367127,-0.51529863,,
06/1996,-10.92927477,-9.79037568,-21.18748532,-0.23884535,-0.24488843,,,,0.09090909,-2.8583162,-2.39689164,-8.53238314,,,,,,,,,1.20386125,,-0.02439831,-0.33152919,,0.03286904,-0.09746835,,-20.14016693,0.00838225,,-28.11330228,-33.21733597,0.31627627,-16.68285645,-76.16339256,-1.31388957,0.05033079,-1.58903602,-1.84724661,,,,-160.92475964,0.01379696,0.0120375,,-3.95357126,,-0.2211,,-134.4831651,-167.70050107,,0.013898,-0.79111235,,-5.84623636,0.00124125,-0.01289835,-0.14438182,,-1.81631376,,,,,,,-1.25035455,,-0.0242,,-1.06543925,-6.77574143,-5.91068398,-0.25740455,-0.20282727,-0.51488538,,,0.20937129,-0.11,-0.01332747,-0.39604869,-1.33148744,-0.26734795,-4.02568514,-1.8987273,,,0.23352469,0.07292594,0.00969824,-0.40181818,-8.03501595,0.00132623,-0.98001562,,
09/1996,-13.51215967,-8.72826378,-24.28814806,-0.61588892,-0.29540222,,,,0.09090909,-2.06203535,-1.76916365,-11.74299602,,,,,,,,,1.1473641,,-0.02841695,-0.33558872,,0.00195925,-0.15163837,-0.14784128,-69.34373643,-0.17843417,,-31.15931972,-30.90380017,0.17421796,-65.54700854,-48.89850323,-0.62688918,0.04886308,-1.5926589,-2.6147,,,,-183.9099314,0.04636908,0.0120375,,-4.49950617,,-1.2474,,-161.49336746,-192.39716763,,0.0427385,-0.24386593,,-6.48588182,0.00125598,-0.01025626,-1.3409,,-2.05907794,,,,,,,-1.37905455,,-0.0242,,-1.12075556,-8.48723623,-6.96948903,-0.28635441,0.00646364,-1.35213319,,,0.03089787,-0.11,,-0.60475576,-1.36881561,-0.1100033,-6.06065812,-0.00048151,,,0.20653744,0.07465076,-1.06814209,-0.58727273,-4.85022552,0.00495282,-53.17080736,,
12/1996,-15.46659359,-10.4667748,-18.45815831,-0.32711611,-0.31595518,,,0.00090909,-0.11,-1.11868585,-3.80088478,-11.66570881,,,,,,,,,1.11336326,,-0.02539155,-0.25689215,,0.05465146,-0.09546043,-0.22136963,-18.07877338,-0.06671058,,-26.20906954,-29.72791519,0.26804156,-13.59177836,-4.4558698,-1.17350079,0.0574674,-1.42560381,-3.19924676,,,,-80.65543325,0.03203206,0.0120375,,-4.65289364,,-0.29298182,,-58.40816752,-88.13608271,31620.85110681,0.02831867,-0.74094925,,-12.13476364,0.00116082,-0.0104539,-0.14438182,,-2.05360454,,,,,,,-2.80179091,,-0.0242,,-1.15769392,-7.48064946,5.47968361,-0.28100875,0.10454545,-2.50791286,,,0.21246065,-0.22,,-2.08897026,-0.90051863,-0.01949772,-0.40827229,0.09354041,,,0.22398386,0.07438651,0.07769259,-0.43454545,-4.42591931,0.42968,-5.74530798,,
03/1997,-15.97549429,-10.08439829,-28.20639269,-0.2361702,-0.25064348,,,,,-1.18130151,-3.3134474,-12.6620469,,,,,,,,,,,0.06229414,0.48528028,,0.05407089,-0.10390274,-0.03784201,-5.11965866,0.12402252,,-11.27056362,-47.30790121,0.27107768,1.91927789,-3.8171374,-0.00014587,-0.00228291,-2.25533865,-4.829,,,,-65.10802539,0.01686189,-0.05324182,,-8.43454296,,-0.07446364,0.00143684,-29.01552343,-76.32342464,,0.01040778,-0.85706364,,-4.71513636,0.00025702,,0.10234789,,-2.22363588,,,,-0.01090797,,,-2.26604545,,,,-0.48344873,-11.21539925,-6.63509477,-0.20801882,0.00727273,-2.15002266,,,0.16427784,-0.12779221,,-1.32784238,-4.82937997,-0.0122359,-0.00455803,0.44662803,6.85168129,,-0.01500368,-0.00050115,-0.07790828,0.61818182,-4.49238021,3.17184082,-2.06158437,,
06/1997,-15.39915163,-12.05764664,-24.0706003,-0.10775599,-0.26396843,,,,,-1.63576983,-3.68574473,-11.7134069,,,,,,,,,,,0.0711893,0.50182373,,0.01611863,-0.14465138,-0.03815405,-17.50026413,0.21041261,,-26.57050915,-44.47896733,0.21667139,-13.3142034,-44.6567009,,-0.00269784,-2.21967643,-4.35839091,,,,-138.08563728,0.01581669,-0.05324182,,-2.81719992,,-0.0891,,-101.48241023,-145.96137756,,0.0152878,-1.19700909,,-8.71170909,0.00025702,,0.09511657,,-3.04402569,,,,-0.01239124,,,-2.29809091,,,,-0.51343354,-7.87574028,-5.1872354,-0.21229617,0.00636364,-1.08419251,,,-0.08600233,-0.12779221,,-1.459561,-2.08869498,-0.03735998,-4.15944625,-0.21870326,1.63468364,-0.012347,-0.01637701,-0.0037396,-0.56343409,0.15363636,-7.61238425,0.47610032,-1.16834576,,
09/1997,-14.110687,-11.59724464,-27.11431501,-0.35828973,-0.39111203,,,0.00615455,,-2.6910755,-2.54721467,-11.56347233,,,,,,,,,,,0.06834849,0.47005616,,0.01375327,-0.13971736,-0.04326598,-7.45366709,0.10949518,,-22.50172465,-48.29067862,0.28582026,-3.41413087,-41.85692302,,-0.00267132,-2.48476564,-3.98716364,,,,-124.70148306,0.01543905,-0.05324182,,-3.68605727,,-0.211,,-86.17951972,-134.47019835,,0.04701235,-0.77007273,,-10.06917273,0.00025702,,0.08982217,,-2.38340931,,,,-0.01276476,,,-1.6394,,,,-0.50385495,-9.76871529,-2.11308947,-0.20978157,0.02502727,-4.17029118,,,0.05011962,-0.12779221,,0.03012689,-2.37148938,-0.48902293,-1.94291222,-0.20318187,0.50830927,,-0.01942261,-0.00202951,-0.04720343,-2.36636364,-0.12487754,0.09061029,-0.52920191,,
12/1997,-20.5496786,-12.46071043,-32.68154691,-0.14224094,-0.38518515,,,0.34497455,,-4.27228773,-4.951262,-15.5984166,,,,,,,,,,,0.08407807,0.52818718,,0.02448202,-0.1727938,-0.04801068,-2.98974829,-0.14196069,,-27.14795849,-54.6078231,0.18273878,1.76122412,-3.30875453,0.01449047,-0.00234986,-2.50021928,-3.97408235,,,,-88.96781472,0.03193068,-0.05324182,,-7.3652713,,-0.36099091,,-48.29557653,-102.90339963,33347.51896064,0.03115054,-3.44027273,,-11.67284545,0.00025702,,0.11375881,,-2.80942253,,,,-0.01343602,,,-1.37920909,,,,-0.48879979,-13.93558492,-3.45113964,-0.23929436,0.07636364,-1.89253085,,,0.09150681,-0.12779221,,-0.01772863,-3.62357951,-0.03024645,-1.67155437,-0.37105501,1.95739593,,-0.02079669,-0.00396463,-0.12955984,-0.76363636,2.74281033,0.58299391,-0.69228436,,
03/1998,-34.01299746,-10.61123773,-23.87629175,-0.12444495,-0.14608484,,,-0.0671,0.09090909,-5.89346888,-26.19271444,-7.82028302,,,,,0.01174365,,,,,,0.00211114,0.92590787,,0.00170682,-0.15379001,0.05525721,-5.72876903,0.11421642,,-23.09450145,-72.26134813,0.34409449,4.34130916,-4.26417249,0.00357255,-0.01105755,-2.19426276,-3.66413414,,,,-98.30350968,0.02651579,-0.3264525,,2.14153344,,-0.16629091,0.00653881,-32.95957877,-105.2209269,,,-23.1,,-8.43325455,0.00031363,,0.31270955,,-2.42445412,,,,-0.0231161,,,-3.37408182,,,,-0.12289248,-6.91741722,-3.10633048,0.08409465,0.10636364,-4.68464984,,,-0.16741502,-0.09439035,,-0.35263533,-7.76776912,-0.01315294,-0.61109301,-0.08136991,3.1838994,,0.02727273,-0.42327228,-0.01310706,9.91454545,0.52098721,2.91314886,-0.51405045,,
06/1998,-12.96489712,-11.48266818,-12.99770016,-0.37171749,-0.16774723,,,-0.0121,,-1.80174149,-2.52919472,-10.4357024,,,,,,,,,,,0.00602462,0.87406469,,0.00345991,-0.11976549,0.12444601,-5.11235291,0.07926999,,-16.05454469,-42.79930524,0.13999884,-0.58943726,-3.32172033,0.00424824,-0.01142684,-2.22868549,-2.60450209,,,,-69.74015516,0.00379631,-0.3264525,,1.19317603,,-0.06949091,,-35.76911788,-78.56842312,,,-0.38727273,,-6.01656364,0.00031363,,0.29341398,,-1.40182672,,,,-0.02157438,,,-2.3177,,,,-0.134655,-8.82826796,-1.66631263,0.10305074,0.07272727,-1.90064836,,,0.08433631,-0.12785114,-0.02044247,-0.13955111,-2.87191402,-0.0927081,-3.09871147,-0.2457668,2.21868589,,-0.00789091,-0.57424958,-0.06856486,-0.70727273,0.76452319,1.34817958,-0.49741262,,
09/1998,-10.52785209,-10.03478336,-12.50082991,-0.10740439,-0.22110277,,,0.02651545,,-1.78100795,-1.51337398,-9.0144781,,,,,,,,,,,0.00483836,0.90281134,,0.01045238,-0.14755596,0.11848887,-6.24180483,0.03572648,,-10.9121192,-29.85960853,0.15362894,-1.38736551,-2.82655429,0.00407999,-0.01038379,-1.94835343,-2.73468543,,,,-52.33914873,0.04504382,-0.3264525,,0.92187655,,-0.0253,0.00105531,-30.46579198,-60.32540051,,,-0.11,,-4.70918182,0.00031363,,0.25206798,,-0.89966676,,,,-0.02153584,,,-1.54673636,,,,-0.13605233,-7.98625178,-0.81005003,0.10717147,0.03619091,-3.1719717,,,0.13064511,-0.13491343,-0.02132396,0.03593623,-4.23608849,-0.07106134,-1.7316553,-0.11959386,0.02248203,,0.00703636,-0.22500825,-0.08049172,-1.21454545,1.32342536,0.4778158,-0.80475647,,
12/1998,-14.69560879,-11.43131074,-11.86643484,-0.11514396,-0.19010916,,,,0.01818182,-1.4326596,-2.08461686,-12.61099193,,,,,,,,,,,0.0088577,1.00424039,,0.02014665,-0.19819242,0.11808064,-2.41173164,0.05136644,,-15.92203493,-35.59212127,0.18491307,3.08513206,-2.68480036,0.00445206,-0.01206109,-1.69515287,-2.4902461,,,,-56.58790681,0.02104648,-0.3264525,,0.94432307,,-0.02659091,,-31.60453014,-67.19665142,34554.01839667,,-0.01909091,,-7.42007273,0.00031363,,0.25604485,,-2.11327306,,,,-0.02397368,,,-2.409,,,,-0.13920919,-10.60874461,-0.95199797,0.14074678,0.18454545,-0.3020123,,,0.2917982,-0.17020362,-0.01993508,0.03506183,-4.30837309,-0.91339697,-3.45473586,0.00444842,0.56651635,,0.02909091,-0.22168971,-0.04671138,0.41727273,8.10247512,0.43552855,-1.12216334,,
03/1999,-20.65651619,-6.94840798,-14.80233891,-0.03588205,-0.06130519,,,-0.0121,,-2.99364833,-3.28614435,-17.37037183,,,,,,,,,,,0.01229645,0.40276072,,0.00341635,-0.08173963,-0.05989917,-5.97755323,0.0836381,,-20.98439695,-47.34644589,0.12677514,-2.14522041,-5.48526577,0.00826155,0.01385117,-2.18093782,-1.79301285,,,,-74.63392052,0.01343702,-0.0490325,,-2.99882166,,-0.07757273,-0.00538028,-42.81796443,-90.16441032,,,-0.20909295,,-5.19234545,0.00001218,,-0.05941573,,-1.27284036,,,,,,,-2.5619,0.00002477,,,-0.34105201,-15.5304898,-1.72776241,-0.573358,0.05818182,-0.0233552,,,0.03129121,-0.11345818,-0.05338727,-0.07532091,-1.13598648,0.00534091,-1.3389,0.05646727,0.82156241,,0.02234545,-0.08432909,-0.12058296,-5.27818182,-1.14456909,1.62941182,-1.41166727,,
06/1999,-18.55749881,-8.20883182,-11.88902278,-0.2171426,-0.06323136,,,-0.01654464,0.01818182,-0.96820335,-0.52988209,-18.02761673,,,,,,,,,,,0.01719088,0.37621811,,,-0.15202247,-0.06101128,-8.39567838,-0.43610196,,-17.32307801,-55.10429808,0.10559612,-5.38902179,-4.01094306,-0.00016414,-0.926425,-2.41730887,-2.04285764,,,,-79.4100052,0.05198981,-0.0490325,,-2.01532466,,-0.1012,,-39.79941259,-94.90371067,,,0.40834703,,-4.69355552,0.00001218,,-0.06602758,,-1.60617881,,,,,,,-0.40905455,0.00002477,,,-0.35814905,-15.49370547,-2.05529718,-0.55010843,0.00272727,-0.03402062,,,0.04684688,-0.17006,,,-1.3010532,-0.36890455,-3.22251818,-0.19814182,0.16541882,-0.00737,-0.06427273,-0.31586455,-0.05735999,-0.80272727,-1.03626273,1.12047636,-0.73736636,,
