,AO: Imports: cif: Advanced Economies: Iceland,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AO: Imports: cif: Advanced Economies: Cyprus,AO: Imports: cif: Advanced Economies: Malta,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Georgia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bhutan,AO: Imports: cif: Advanced Economies: Slovak Republic,"AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Guam,"AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AO: Imports: cif: Advanced Economies: Lithuania,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AO: Imports: cif: Advanced Economies: Slovenia,AO: Imports: cif: Advanced Economies: Latvia,AO: Imports: cif: Advanced Economies: Estonia,AO: Imports: cif: Advanced Economies: Czech Republic,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: China,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Belarus,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AO: Imports: cif: Advanced Economies: Singapore,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Lao People Democratic Republic,AO: Imports: cif: Advanced Economies: South Korea,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: India,AO: Imports: cif: Advanced Economies: Hong Kong SAR,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AO: Imports: cif: Advanced Economies: Israel,AO: Imports: cif: Advanced Economies: New Zealand,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AO: Imports: cif: Advanced Economies: Spain,AO: Imports: cif: Advanced Economies: Portugal,AO: Imports: cif: Advanced Economies: Ireland,AO: Imports: cif: Advanced Economies: Greece,AO: Imports: cif: Advanced Economies: Finland,AO: Imports: cif: Emerging and Developing Economies: Europe,AO: Imports: cif: Advanced Economies: Japan,AO: Imports: cif: Advanced Economies: Canada,AO: Imports: cif: Advanced Economies: Switzerland,AO: Imports: cif: Advanced Economies: Sweden,AO: Imports: cif: Advanced Economies: Norway,AO: Imports: cif: Advanced Economies: Netherlands,AO: Imports: cif: Advanced Economies: Luxembourg,AO: Imports: cif: Advanced Economies: Italy,AO: Imports: cif: Advanced Economies: Germany,AO: Imports: cif: Advanced Economies: France,AO: Imports: cif: Advanced Economies: Denmark,AO: Imports: cif: Advanced Economies: Belgium,AO: Imports: cif: Advanced Economies: Austria,AO: Imports: cif: Advanced Economies: United Kingdom,AO: Imports: cif: Advanced Economies: United States,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Gibraltar,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nauru,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,"AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AO: Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Armenia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,AO: Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AO: Imports: cif: Advanced Economies: Taiwan,AO: Imports: cif: Advanced Economies: Vatican,AO: (DC)Imports: cif: Developing Countries: (Old)Asia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Oceania Not Specified,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AO: (DC)Imports: cif: Advanced Economies: (Old)Belgium-Luxembourg,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: (Old)Central and Eastern Europe,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tuvalu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro,"AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Micronesia, Federated States of",AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Palau,AO: (DC)Imports: cif: Advanced Economies: San Marino,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Solomon Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AO: (DC)Imports: cif: Emerging and Developing Economies: Emerging and Developing Asia: Kiribati,"AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep."
First Obs. Date,04/1973,01/2007,04/1985,08/1969,01/2006,01/2000,01/1993,01/1998,01/2000,01/2000,01/2007,01/1993,05/1960,03/1969,01/1962,06/1994,01/1995,08/1963,01/1997,01/2000,01/1993,11/1993,10/1970,12/1966,01/1996,07/1991,10/1960,03/1974,09/1962,06/1962,10/1990,01/1967,01/1960,01/2000,01/1981,12/1970,05/1960,10/1960,07/1969,01/1999,04/1981,12/1968,07/1970,12/1969,06/1960,01/1960,07/1969,12/1963,09/1965,03/1960,01/1960,12/1960,01/1960,01/1960,01/1960,01/1960,01/1997,01/1960,01/1960,01/1960,03/1960,01/1997,03/1960,01/1960,01/1960,01/2007,01/2000,01/2007,01/2007,01/2000,01/2000,01/2000,03/1960,01/2006,01/2000,01/2000,09/2003,07/1969,01/2000,01/1980,01/1981,03/1960,01/1960,06/2002,01/1981,01/2007,01/2000,01/2000,01/2000,01/2000,01/2000,01/2000,01/2000,01/2000,01/2000,01/2000,01/2000,01/2000,01/2000,07/1969
Last Obs. Date,11/2018,12/2018,01/2019,01/2019,12/2017,12/2014,01/2019,09/2018,12/2014,12/2014,03/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,12/2018,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,04/2019,09/2008,09/2016,12/1992,12/1996,12/2012,12/2013,12/2013,12/2007,12/2012,05/2005,12/2009,12/2013,12/2013,12/2009,12/2007,12/2011,12/2013,12/2013,12/2013,12/2010,12/1992
Last Update Time,27/04/2019,06/05/2019,25/05/2019,25/05/2019,29/06/2019,08/07/2019,29/06/2019,29/06/2019,07/07/2019,08/07/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,27/04/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,20/09/2015,02/03/2017,05/03/2017,05/03/2017,21/12/2017,20/09/2015,27/04/2019,08/07/2019,07/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,05/03/2017
Series remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suggestions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,0.8345326912751672,0.012492931506849315,0.5720059128645849,0.5957379453472215,0.24720913749999984,0.005987089285714281,0.22469909501792104,0.07522134694736843,0.0037851944444444435,0.00048436666666666666,0.0943952043795618,3.9961392538538156,83.83371095823188,0.5219361051822903,0.6112385960807601,0.19936810728476825,0.5074879660902255,0.32778170861035455,0.1909888584659088,0.6293166972972954,1.861267407840911,0.26680488004115227,68.0582884913971,0.17393391599999986,0.795031021428572,0.123649914050633,1.2196382371541512,4.06800098688525,7.293791634108354,25.59521614527862,0.5132764255555556,7.669890235845767,0.25776060376506027,0.010726465517241381,30.26240779142168,4.984482747658396,17.870092676573044,2.511489991999987,0.3742011673306775,0.00773147557377049,0.1648746198832684,2.842985015094351,1.6157565018726605,8.512961895642633,11.367301950506143,80.86500811289346,1.299343475369928,0.43184054078804335,0.379771300107066,8.75647897091074,15.649361514337748,3.394414151701675,2.3957464601130787,3.3493466308293502,5.386103099718064,19.005424691019126,0.21837730758893295,9.32268327429715,8.31532638732909,19.93820705998409,1.2006821032996668,45.38736111929102,0.6487621794339651,19.136472764751183,44.192615540540515,0.02944786486486488,0.34309566810344855,0.03677008783783779,0.046205932432432414,0.010870431034482764,0.027582195454545454,0.020385009090909095,6.6201585966247745,0.010136014598540147,0.010192709090909132,0.006889482558139529,0.030591478723404238,2.8857782343488316,0.001457673076923077,46.42769282028982,0,0.16613227632124394,2.5946097247091404,0.012113109890109936,5.6998371345202035,0.000854,0.0004897395833333336,0.0005896666666666667,0.042263907692307694,0.00020557499999999991,0.0029225138888888886,0.001623484848484849,0.003628516666666666,0.000031750000000000006,0.0019412777777777794,0.0025526944444444477,0.004518346153846153,0.0012787916666666657,0.0006871893939393936,1.2027685810810809
Variance,0.16823290805817476,0.00048710186784246573,7.406047257864205,0.38668489640437564,0.08095409806034794,0.00006290720585425572,0.2668596611597888,0.015368454652830975,0.00008689228070015584,2.4838994845938375e-7,0.014822627136281456,21.114457390253047,19068.23740263096,1.6743210628585312,1.2159418341524306,0.3995836238939782,5.061901393338838,1.853280267435074,0.18019916086782234,0.43951749757360226,29.36080569702356,0.24155455014038318,9608.321982684165,0.13742094066497693,4.959807671373798,0.04008725270542298,0.9635941979703483,18.082730508477418,96.9732678306162,3755.3244099443596,5.599457609934914,258.8951099540844,0.16311788453821569,0.0001352364907520526,22065.417374775174,43.666840210163116,937.5514883287526,18.58943486789319,0.06968703805069186,0.000060691889526754,0.015326058368613057,1.4873611931696888,2.911097173861072,112.63248359987598,233.89763065960773,13632.934986709757,3.124369791636482,6.838645023123381,2.352903804366287,150.07943096507444,1043.635211456821,59.45760526645689,12.20939298223942,40.70061924017657,267.7008689076793,1495.9569995245051,0.19770645935329142,155.41681733108896,110.78791167144887,770.9123315774384,2.224957953411099,1555.904795248554,1.627620183435639,879.1965183626212,4462.00117801042,0.00687238035200883,0.17440386658105378,0.007116638448175887,0.0024662239414919955,0.00017960910574414094,0.0007675074194091116,0.00394249426114147,104.87831390367215,0.002527667795999786,0.0001266945282072227,0.00021668570494121458,0.0012102311250851057,139.0711467331461,0.0000020126284143441113,5893.858776147078,0,0.020089753592865023,7.984310587550139,0.000586065380032236,109.97826891390609,3.895523478260869e-7,1.792320262061404e-7,2.2123096503496487e-7,0.002432106648710095,7.013733886554626e-8,0.000046752366433372166,0.000002791739503585473,0.000044787379327450964,7.497473684210524e-10,0.00000883034760436137,0.00003230650660669782,0.00013647509302779155,0.0000018808638024475536,4.519235745431412e-7,2.5274974680206475
Standard Deviation,0.41016205097275243,0.022070384406313946,2.721405382860886,0.6218399282808845,0.2845243364992667,0.00793140629738861,0.5165846118108716,0.12396957147958113,0.009321602904015801,0.0004983873478123053,0.12174821204552227,4.595047049841062,138.0877887527748,1.2939555876684992,1.1026975261387097,0.6321262721118133,2.249866972364997,1.3613523671096597,0.42449871715686294,0.6629611584200105,5.41856122019707,0.4914819937092133,98.02204845178541,0.37070330544112623,2.2270625656621768,0.20021801293945302,0.9816283400403374,4.252379393760323,9.847500587997759,61.28070177424831,2.3663173096469783,16.090217834264532,0.4038785517184785,0.011629122527175153,148.54432797914288,6.6080889983536935,30.619462574133344,4.311546690909561,0.2639830260654875,0.007790499953581541,0.12379845866816379,1.2195741851850133,1.706193767970412,10.612845216994168,15.293712128178944,116.7601601005658,1.7675886941357375,2.6150803091154544,1.5339177958307566,12.250691040307663,32.30534338862259,7.710875778175712,3.494194182102566,6.379703695327595,16.36156682312789,38.67760333221935,0.444641945112347,12.466628146018031,10.525583673670969,27.765308058392552,1.4916292949024228,39.444959060044084,1.2757821849499384,29.651248175458335,66.79821238633875,0.08289982118200756,0.4176168897219721,0.08436017098237703,0.04966109082060115,0.013401832178629194,0.027703924260095564,0.06278928460447268,10.24101137113284,0.0502759166599654,0.01125586639078586,0.014720248127705409,0.03478837629273757,11.79284303012408,0.001418671355298369,76.77147110839468,0,0.14173832788933635,2.825652241085258,0.024208787248274872,10.48705244164947,0.0006241412883523144,0.0004233580354807741,0.0004703519586809062,0.04931639330597986,0.00026483454998460124,0.006837570214145677,0.0016708499344900705,0.006692337359058565,0.000027381515086295943,0.0029715900801357796,0.005683881297731139,0.011682255476909908,0.0013714458802473956,0.0006722526121504781,1.5898105132438418
Skewness,1.0155163437969805,1.7847251396349633,8.3285815558654,2.4387422228831475,2.355882163015721,3.304876247718168,3.2126498431478607,1.9537435486669184,4.050499865776911,1.6404491970752142,2.8397877298403698,1.2397305155027623,1.7507424247943333,6.0510733341388665,4.775900337192266,5.604180220303241,10.143796533672843,16.086432445985427,4.7256444735078915,2.279041256908126,3.4681454831700544,3.5897371151489215,1.5636391151072109,9.063339685719644,3.0763377284561604,1.9620200564406565,1.3569747617091732,1.6730661042002437,1.4696182476149946,3.5525917086058825,10.938357819861837,4.582529167639683,6.1334645382896475,2.22288500762532,13.99276463689607,1.9653974734156383,4.63137143778628,5.2252210145244,0.09605456650166841,1.111410879420503,0.4388437441042099,-1.1658502835027054,1.1524226267072313,1.196075344090079,2.3940855483411623,1.8984900357586034,2.2046978711699885,16.04942935993335,10.155812020667653,1.5977542390016766,4.512685066920961,7.100280741150608,2.6531940910464775,3.741829595118978,9.028228367334552,3.375480072242701,4.426757297094317,2.800693545608954,2.4909712795596,3.0815361626097153,4.744729737453076,1.6146449720197824,4.56292576452225,2.198402971437815,2.5867920879885022,3.0757724385188623,1.6648278060936974,6.46982644418371,2.5495563684291103,2.4847821771393304,1.0884047681654017,5.68596659487699,1.8499209083418744,11.324463236791999,2.0661281731743344,2.76523724475464,2.745517716872747,9.54039513167747,2.1392236372470252,1.764342223720222,,0.8438413985004829,2.5559865044871346,2.209989014656978,3.9333107285796087,-2.3196378459481687e-16,1.4682129916089477,1.538340682702539,1.4198351567247238,1.7341432857161365,3.6096060042631004,1.7986028533780507,1.8968162718753003,1.4689206264672303,2.8955451519559707,2.9503444968392287,3.889923639984196,2.249132965375729,1.7472128821885284,2.5233262990277874
Kurtosis,11.997028469097584,1.3275419231627987,81.01018131604965,7.992481907277867,7.243157992219924,15.88670919476148,10.097419533579401,2.4190014250823304,18.258048128915615,3.157918342264886,10.14576589674387,0.556155232346573,2.4747367732680283,43.88439768429171,33.612959847955224,35.28824979379705,115.51479573042941,287.03768369874933,25.961109242502378,5.300884963379049,14.333591511952996,16.00768747220478,2.169094649293356,109.24923889446863,8.020036488559873,3.59830320446433,2.351436046387674,3.0498995214299103,1.2391265636223023,13.445328612478121,132.10903158378625,28.459215316379396,48.74760943958594,6.176102525140481,225.86397940919272,6.15702127044502,32.31109495510488,45.14480543563039,-1.304216598826302,0.568274105970596,-0.9318331043817007,1.1831818956361535,0.5685395620797529,0.6421964810502252,7.367405695893827,2.8756490622788546,5.422995976617111,283.17797249609373,123.09110838090284,1.8005299936559207,26.985769080443546,68.53760154344589,10.102357812851704,17.322733847612188,117.11951481783896,11.959844389288634,22.270553189448396,11.935738219475734,7.4289414289023075,14.85850980489336,36.28655299163931,3.684072931850695,25.893902817871517,4.804122994743221,8.893343411113664,7.623352717750505,2.121737947761049,55.27642326924251,5.290710744468321,10.54105027259173,1.4425218191863904,37.71384911959929,2.8012780563914834,130.9917256408026,4.711581942677073,6.9407336914697115,10.393745596811586,112.42480099027951,6.542596186751568,1.5452323306280604,,-0.484445763798695,10.311177061345106,2.9537973868564538,23.131082627990853,-2.1904761904761907,2.637791006944504,3.4407818460396316,1.7147586345498782,1.9416661088895095,14.529751603948075,3.8512614031332597,2.192713736281208,2.66915885134048,9.736022312322879,8.269224241258936,16.624175046947663,5.880669389715091,3.8258375596220433,7.874118930002391
Coefficient Variation,0.49148709842154203,1.7666297453254858,4.757652537597359,1.0438145381497392,1.1509458726996564,1.3247516311997618,2.29900619657445,1.6480637014692294,2.4626483634670824,1.0289464203681205,1.2897711578225353,1.1498716030502862,1.647163022779389,2.4791455789719223,1.8040377901676472,3.1706489103039592,4.433340537507438,4.153228601074706,2.2226360247743733,1.0534618917108138,2.9112212449272166,1.842102714288459,1.440266139871794,2.1312882154687216,2.8012272548314177,1.6192329325636765,0.8048520537785242,1.045324081156688,1.3501209085748156,2.3942248202327585,4.610220130577289,2.097841995060865,1.56687463413377,1.0841523247786393,4.908542935610362,1.3257321437130127,1.7134473294743569,1.716728597224521,0.705457516203333,1.0076342968748806,0.7508642552493123,0.42897664908885874,1.0559720886117028,1.246668944028325,1.3454126753004898,1.4438897964068722,1.3603706238125362,6.05566189858722,4.039056651722526,1.3990430492672672,2.064323414027137,2.27163670476395,1.4584991526764655,1.904760658871513,3.0377373994167205,2.0350822968189797,2.036117900809218,1.3372360488089101,1.2658052352232225,1.392567946298312,1.2423182546014357,0.8690736382838253,1.9664866809329709,1.5494625650174705,1.5115243026306233,2.815138603848926,1.2172024556021332,2.2942607957429804,1.074777376113365,1.2328703559331196,1.004413310961802,3.0801695660010378,1.5469435092316557,4.9601267017912996,1.1043056649997944,2.1366260823629313,1.1371917195399406,4.086538213420653,0.9732438485404186,1.6535706696767845,,0.8531655077985093,1.0890471172507525,1.9985608541404192,1.839886332564876,0.7308445999441621,0.8644554164873827,0.7976573635063418,1.1668678075159569,1.2882624345596563,2.3396194078465973,1.0291749479826844,1.8443727764950506,0.8624099239778248,1.5307392451261765,2.226620310982086,2.585515823519988,1.0724545021647232,0.9782639518004074,1.3217925195675442
Min,0.000283,0.00002,0.000374,0.000046,0.012513,0.000001,0.000009,0.000117,0.00014,0.00004,0.000017,0.0000825,0.001,0.00001,0.000045,0.000059,0.00005834,0.000022,0.000226,0.000428,0.000049,0.000204,0.001,0.00012,0.000019,0.000057,0.001,0.00036667,0.001,0.001,0.000033,0.00043188,0.00067243,0.000518,0.0011,0.001,0.00007591,0.02,0.001,0.00022,0.00548629,0.002,0.00077837,0.003234,0.033,2.772,0.001,0.0001616,0.000092,0.001,0.05,0.001,0.04162395,0.05,0.011,0.1,0.000008,0.05,0.3,0.1,0.05,4.64093464,0.00055,0.55,0.3,0.000442,0.018668,0.00012,0.017491,0.000048,0.00091,0.000148,0.001,0.000136,0.000018,0.000087,0.000991,0.001,0.000014,0,0,0.001,0.1,0.002463,0.00508737,0.000243,0.000069,0.000087,0.000077,0.000012,0.000012,0.000067,0.000069,0.000004,0.00014,0.000091,0.000033,0.00015,0.000059,0.001
Max,3.518878,0.061507,30.292182,4.257853,1.59589,0.055879,3.184582,0.51024,0.057499,0.00281,0.751428,22.574807,736.067166,13.132262,11.314337,5.177541,29.240919,24.7947,3.329448,3.729283,42.12778,3.665108,520.694265,4.919564,10.61837724,0.961603,6.075232,21.85404,43.340572,415.861524,29.71848,147.291218,3.872,0.07909,2596.688464,49.177696,283.687433,54.792985,1.100581,0.036255,0.55,5.149815,7.616371,47.31427,111.653091,593.379433,10.452602,47.27747,22.870437,55.535735,297.251483,95.498395,28.347793,53.041276,264.197839,237.534807,3.404537,110.234316,74.091491,274.39887986,16.293997,229.961304,11.056598,191.853839,513.462448,0.306945,1.90515,0.832631,0.202213,0.094106,0.154288,0.530552,50.184078,0.587936,0.048538,0.069387,0.253134,151.00442,0.009858,309.63,0,0.46885466,23.07836922,0.073867,103.727,0.001465,0.002344,0.00294,0.199006,0.001101,0.046387,0.00981,0.026176,0.000152,0.018366,0.03001,0.082278,0.008069,0.003988,9.889
Median,1.016194,0.001386,0.056565,0.44868656,0.167889,0.002846,0.028369,0.023619,0.0006670000000000001,0.00026849999999999997,0.080027,1.82651,5.937485185,0.199529405,0.23898064,0.016221,0.042669,0.1,0.070812,0.393244,0.00840148,0.080378,5.115,0.0882395,0.047333,0.002465,0.866426,2.575955,1.874425,3.157488,0.0419055,0.9552481500000001,0.2,0.006477,3.72115,1.20862848,3.911586,1.235205,0.348495,0.004778,0.14752724,3.058207,1.090762,2.029099,5.511503,27.355841,0.497478,0.110591,0.066,2.27268834,3.648695,0.55271897,0.73366307,0.85881404,0.4098427,5.695249499999999,0.098835,4.70274719,4.0613628,10.67,0.82408544,37.3470315,0.22,4.95,15.934893,0.001941,0.1432715,0.010746,0.027647,0.0056095,0.013975000000000001,0.0027085,1.36749318,0.003692,0.004355,0.0013345,0.022851999999999997,0.29550402,0.0011255000000000002,10.0019,0,0.1,1.626,0.002463,1.64114,0.0008539999999999999,0.000296,0.0003955,0.026934,0.0000825,0.0005185,0.000877,0.0004645,0.0000195,0.0006670000000000001,0.00043400000000000003,0.0009645,0.0006865,0.0004285,0.55970767
No. of Obs,149,73,192,288,80,168,279,95,108,120,137,301,526,384,421,151,266,367,176,185,264,243,408,250,140,237,253,305,443,341,180,402,332,232,415,363,356,555,251,244,257,265,267,319,573,629,419,368,467,560,604,476,619,627,603,628,253,626,629,629,594,268,530,623,629,148,232,148,148,232,220,220,557,137,220,172,188,430,208,345,429,193,361,91,396,24,96,144,65,120,144,132,120,96,108,108,156,144,132,148
01/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,3.55,,,,,0.05,,0.05,0.35,0.05,0.1,,0.25,0.95,0.2,,,,0.8,0.8,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,
02/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,3.55,,,,,0.05,,0.05,0.35,0.05,0.1,,0.25,0.95,0.2,,,,0.8,0.8,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,
03/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,4.7,,,,0.1,,,0.1,0.2,0.1,0.1,,,0.7,0.2,0.1,,0.1,0.8,1,,,,,,,,0.1,,,,,,,,,0.1,0.3,,,,,,,,,,,,,,,,,
04/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,3.6,,,,,,,0.1,0.2,0.1,0.1,,0.1,1,0.2,,,,1,0.9,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
05/1960,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.3,,,,0.1,,,,,,,,,6.5,,,,,,,0.1,0.7,0.1,0.2,,0.8,1.2,0.3,,,0.1,1.3,1.3,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,
06/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.1,4.6,,,,,0.1,,,0.2,0.1,0.1,,0.1,0.7,0.2,,,0.3,1.4,0.6,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
07/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,0.1,5.3,,,,0.1,,,0.1,0.2,0.1,0.1,,,0.9,0.4,0.1,,,2,1.1,,,,,,,,0.1,,,,,,,,,0.1,0.5,,,,,,,,,,,,,,,,,
08/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,4.3,,,,,,,0.1,0.3,0.1,0.2,,0.1,0.6,0.3,,,,0.7,0.8,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,
09/1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,0.1,0.1,,,0.2,0.1,0.2,,0.3,1.1,0.3,,,0.1,1,1,,,,,,,,0.1,,,,,,,,,0.1,0.5,,,,,,,,,,,,,,,,,
10/1960,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.1,,,,,,0.3,,,,,0.1,,,,,,,,4.1,,,,,,,0.1,0.2,0.1,0.2,,0.2,0.8,0.1,,,,1.1,0.9,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
